id,label,timeset,py,so,modularity_class,clustering,triangles,degree
965,The effects of information format and shopping task on consumers' online shopping behavior: A cognitive fit perspective,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,20,0.2909090909090909,16,11
966,An empirical investigation of collaborative conflict management style in group support system-based global virtual teams,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,19,0.5714285714285714,52,14
967,The effects of information technology project complexity on group interaction,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,9,0.48484848484848486,112,22
968,Evaluating and tuning predictive data mining models using receiver operating characteristic curves,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,31,0.42857142857142855,12,8
969,CABSYDD: Case-based system for database design,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,17,0.27472527472527475,25,14
970,Reach and grasp,,2004,MIS QUARTERLY,24,0.38461538461538464,30,13
971,Innovating mindfully with information technology,,2004,MIS QUARTERLY,8,0.4909090909090909,27,11
972,An empirical investigation of net-enabled business value,,2004,MIS QUARTERLY,14,0.6666666666666666,2,3
973,The role of individual memory and attention processes during electronic brainstorming,,2004,MIS QUARTERLY,25,0.5606060606060606,37,12
974,Bridging user organizations: Knowledge brokering and the work of information technology professionals,,2004,MIS QUARTERLY,2,0.6471774193548387,321,32
975,Business competence of information technology professionals: Conceptual development and influence on it-business partnerships,,2004,MIS QUARTERLY,2,0.575,69,16
976,User acceptance of hedonic information systems,,2004,MIS QUARTERLY,21,0.7472527472527473,68,14
977,DSS effectiveness in marketing resource allocation decisions: Reality vs. perception,,2004,INFORMATION SYSTEMS RESEARCH,29,0.47058823529411764,72,18
978,Hope or hype: On the viability of escrow services as trusted third parties in online auction environments,,2004,INFORMATION SYSTEMS RESEARCH,11,0.3333333333333333,1,3
979,Toward contextualized theories of trust: The role of trust in global virtual teams,,2004,INFORMATION SYSTEMS RESEARCH,11,0.6263736263736264,57,14
980,An economic model of product quality and IT value,,2004,INFORMATION SYSTEMS RESEARCH,14,0.35833333333333334,43,16
981,Managing digital piracy: Pricing and protection,,2004,INFORMATION SYSTEMS RESEARCH,12,0.5,5,5
982,A framework for assessing the business value of information technology infrastructures,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.4722222222222222,17,9
983,Prioritizing a portfolio of information technology investment projects,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.475,57,16
984,Understanding the business value of information technology investments: Theoretical evidence from alternative market and cost structures,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.41904761904761906,44,15
985,Poaching and the misappropriation of information: Transaction risks of information exchange,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,9,0.5357142857142857,15,8
986,Information exploitation and interorganizational systems ownership,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,21,0.3333333333333333,1,3
987,The market structure for Internet search engines,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,20,0.3333333333333333,2,4
988,A multichannel model of separating equilibrium in the face of the digital divide,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,4,1.0,1,2
989,Web portals: Evidence and analysis of media concentration,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,20,0.638095238095238,67,15
990,"Computing as utility: Managing availability, commitment, and pricing through contingent bid auctions",,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,32,0.4642857142857143,13,8
991,Networks of action: Sustainable health information systems across developing countries,,2004,MIS QUARTERLY,14,0.0,0,2
992,Informating the clan: Controlling physicians' costs and outcomes,,2004,MIS QUARTERLY,7,0.8,12,6
993,Managing risk in software process improvement: An action research approach,,2004,MIS QUARTERLY,9,0.5151515151515151,34,12
994,Design principles for competence management systems: A synthesis of an action research study,,2004,MIS QUARTERLY,16,0.16666666666666666,1,4
995,Small business growth and internal transparency: The role of information systems,,2004,MIS QUARTERLY,9,0.3939393939393939,26,12
996,Dialogical action research at omega corporation,,2004,MIS QUARTERLY,24,0.23809523809523808,5,7
997,"IT Outsourcing strategies: Universalistic, contingency, and configurational explanations of success",,2004,INFORMATION SYSTEMS RESEARCH,9,0.8888888888888888,32,9
998,Real options and IT platform adoption: Implications for theory and practice,,2004,INFORMATION SYSTEMS RESEARCH,14,0.6111111111111112,22,9
999,An empirical analysis of network externalities in peer-to-peer music-sharing networks,,2004,INFORMATION SYSTEMS RESEARCH,21,0.38181818181818183,21,11
1000,Impact of environmental uncertainty and task characteristics on user satisfaction with data,,2004,INFORMATION SYSTEMS RESEARCH,16,0.5333333333333333,8,6
1001,Information overload and the message dynamics of online interaction spaces: A theoretical model and empirical exploration,,2004,INFORMATION SYSTEMS RESEARCH,25,0.0,0,3
1002,Information technology payoff in e-business environments: An international perspective on value creation of e-business in the financial services industry,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.32142857142857145,9,8
1003,Reexamining the value relevance of e-commerce initiatives,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.3333333333333333,5,6
1004,Measuring firm performance at the network level: A nomology of the business impact of digital supply networks,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.5,3,4
1005,Understanding determinants of online consumer satisfaction: A decision process perspective,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,4,0.6666666666666666,2,3
1006,Proprietary and open systems adoption in e-procurement: A risk-augmented transaction cost perspective,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,13,0.9333333333333333,14,6
1007,The complementarity of information technology infrastructure and e-commerce capability: A resource-based assessment of their business value,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.3717948717948718,29,13
1008,Stopping behavior of systems analysts during information requirements elicitation,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,10,0.7333333333333333,11,6
1009,The meaning and measurement of user satisfaction: A multigroup invariance analysis of the end-user computing satisfaction instrument,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,16,0.6406926406926406,148,22
1010,What makes an ERP implementation relationship worthwhile: Linking trust mechanisms and ERP usefulness,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,11,0.45454545454545453,25,11
1011,"Operationalizing the essential role of the information technology artifact in information systems research: Gray area, pitfalls, and the importance of strategic ambiguity",,2004,MIS QUARTERLY,24,1.0,1,2
1012,GIST: A model for design and management of content and interactivity of customer-centric Web sites,,2004,MIS QUARTERLY,20,0.7032967032967034,64,14
1013,A field study of the effect of interpersonal trust on virtual collaborative relationship performance,,2004,MIS QUARTERLY,11,0.6703296703296703,61,14
1014,Understanding changes in belief and attitude toward information technology usage: A theoretical model and longitudinal test,,2004,MIS QUARTERLY,21,0.36363636363636365,24,12
1015,"The effect of relationship encoding, task type, and complexity on information representation: An empirical evaluation of 2D and 3D line graphs",,2004,MIS QUARTERLY,29,0.36363636363636365,20,11
1016,Review: Information technology and organizational performance: An integrative model of IT business value,,2004,MIS QUARTERLY,14,0.16666666666666666,6,9
1017,A fault threshold policy to manage software development projects,,2004,INFORMATION SYSTEMS RESEARCH,19,0.0,0,1
1018,Economics of an information intermediary with aggregation benefits,,2004,INFORMATION SYSTEMS RESEARCH,11,0.35555555555555557,16,10
1019,Building effective online marketplaces with institution-based trust,,2004,INFORMATION SYSTEMS RESEARCH,11,0.48484848484848486,32,12
1020,Does animation attract online users' attention? The effects of flash on information search performance and perceptions,,2004,INFORMATION SYSTEMS RESEARCH,16,0.0,0,3
1021,A practice perspective on technology-mediated network relations: The use of Internet-based self-serve technologies,,2004,INFORMATION SYSTEMS RESEARCH,20,0.5,5,5
1022,Integrating collaborative processes and quality assurance techniques: Experiences from requirements negotiation,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,6,1.0,6,4
1023,Foundation for the study of computer-supported collaborative learning requiring immersive presence,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,32,0.5274725274725275,48,14
1024,A unified model of requirements elicitation,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,10,0.8,12,6
1025,Collaborative business engineering: A decade of lessons from the field,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,23,0.8666666666666667,39,10
1026,"Interpersonal traits, complementarity, and trust in virtual collaboration",,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,11,0.8181818181818182,45,11
1027,A comparison of classification methods for predicting deception in computer-mediated communication,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,31,0.3,3,5
1028,Causal relationships in creative problem solving: Comparing facilitation interventions for ideation,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,23,0.8888888888888888,32,9
1029,Supporting collaboration in heterogeneous environments,,2004,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,32,0.0,0,3
1030,Beta versus VHS and the acceptance of electronic brainstorming technology,,2004,MIS QUARTERLY,25,0.7777777777777778,35,10
1031,User heterogeneity and its impact on electronic auction market design: An empirical exploration,,2004,MIS QUARTERLY,18,1.0,3,3
1032,How do suppliers benefit from information technology use in supply chain relationships?,,2004,MIS QUARTERLY,13,0.4722222222222222,17,9
1033,Design science in Information Systems research,,2004,MIS QUARTERLY,24,1.0,6,4
1034,"Review: The resource-based view and information systems research: Review, extension, and suggestions for future research",,2004,MIS QUARTERLY,24,0.3904761904761905,41,15
1035,The influence of business managers' IT competence on championing IT,,2003,INFORMATION SYSTEMS RESEARCH,2,0.6837121212121212,361,33
1036,Synthesis and decomposition of processes in organizations,,2003,INFORMATION SYSTEMS RESEARCH,23,0.24761904761904763,26,15
1037,A research note regarding the development of the consensus on appropriation scale,,2003,INFORMATION SYSTEMS RESEARCH,16,0.8713450292397661,149,19
1038,Knowing-why about data processes and data quality,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2,0.8333333333333334,175,21
1039,The design and implementation of a corporate householding knowledge processor to improve data quality,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2,0.6078431372549019,93,18
1040,Time-related factors of data quality in multichannel information systems,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,4,0.6,6,5
1041,Crafting rules: Context-reflective data quality problem solving,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,18,0.5333333333333333,8,6
1042,Information technology investments and firms' performance - A duopoly perspective,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.3142857142857143,33,15
1043,The matrix of control: Combining process and structure approaches to managing software development,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,7,1.0,10,5
1044,The role of system trust in business-to-consumer transactions,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,11,0.7564102564102564,59,13
1045,An inductively derived model of leader-initiated relationship building with virtual team members,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,19,0.7878787878787878,52,12
1046,A longitudinal field study of training practices in a collaborative application environment,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,32,0.4358974358974359,34,13
1047,Dealing with plagiarism in the information systems research community: A look at factors that drive plagiarism and ways to address them,,2003,MIS QUARTERLY,24,0.5818181818181818,32,11
1048,The contingent effects of management support and task interdependence on successful information systems implementation,,2003,MIS QUARTERLY,30,0.4666666666666667,21,10
1049,The disruptive nature of information technology innovations: The case of Internet computing in systems development organizations,,2003,MIS QUARTERLY,8,0.7222222222222222,26,9
1050,"Rigor in information systems positivist case research: Current practices, trends, and recommendations",,2003,MIS QUARTERLY,24,0.2633333333333333,79,25
1051,The value relevance of announcements of transformational information technology investments,,2003,MIS QUARTERLY,14,0.3090909090909091,17,11
1052,Sources of influence on beliefs about information technology use: An empirical study of knowledge workers,,2003,MIS QUARTERLY,21,0.45454545454545453,30,12
1053,Generalizing generalizability in information systems research,,2003,INFORMATION SYSTEMS RESEARCH,24,0.3333333333333333,1,3
1054,Replicating online Yankee auctions to analyze auctioneers' and bidders' strategies,,2003,INFORMATION SYSTEMS RESEARCH,18,1.0,3,3
1055,Improving analysis pattern reuse in conceptual design: Augmenting automated processes with supervised learning,,2003,INFORMATION SYSTEMS RESEARCH,17,0.38095238095238093,8,7
1056,Portfolios of control in outsourced software development projects,,2003,INFORMATION SYSTEMS RESEARCH,7,0.6190476190476191,13,7
1057,Justifying contingent information technology investments: Balancing the need for speed of action with certainty before action,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.4090909090909091,27,12
1058,What do you know? Rational expectations in information technology adoption and investment,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,21,0.26666666666666666,4,6
1059,"Codifiability, relationship-specific information technology investment, and optimal contracting",,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,13,0.4,4,5
1060,Consumers prefer bundled add-ins,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,18,0.3111111111111111,14,10
1061,Contingency pricing for information goods and services under industrywide performance standard,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,18,0.509090909090909,28,11
1062,Economic implications of variable technology standards for movie piracy in a global context,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,12,0.6666666666666666,10,6
1063,A taxonomy of antecedents of information systems success: Variable analysis studies,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,24,0.2692307692307692,21,13
1064,From the vendor's perspective: Exploring the value proposition in information technology outsourcing,,2003,MIS QUARTERLY,9,0.42857142857142855,12,8
1065,Trust and the unintended effects of behavior control in virtual teams,,2003,MIS QUARTERLY,19,0.6190476190476191,65,15
1066,The influence of query interface design on decision-making performance,,2003,MIS QUARTERLY,29,0.4722222222222222,17,9
1067,User acceptance of information technology: Toward a unified view,,2003,MIS QUARTERLY,21,0.3897058823529412,53,17
1068,In pursuit of moderation: Nine common errors and their solutions,,2003,MIS QUARTERLY,23,0.7777777777777778,35,10
1069,Measuring information technology payoff: A meta-analysis of structural variables in firm-level empirical research,,2003,INFORMATION SYSTEMS RESEARCH,14,0.19047619047619047,4,7
1070,Developing and validating an observational learning model of computer software training and skill acquisition,,2003,INFORMATION SYSTEMS RESEARCH,32,0.5157894736842106,98,20
1071,The impact of experience and time on the use of Data Quality Information in decision making,,2003,INFORMATION SYSTEMS RESEARCH,29,0.4166666666666667,50,16
1072,A partial least squares latent variable modeling approach for measuring interaction effects: Results from a Monte Carlo simulation study and an electronic-mail emotion/adoption study,,2003,INFORMATION SYSTEMS RESEARCH,23,0.19047619047619047,4,7
1073,Organizing visions for information technology and the information systems executive response,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,30,0.6190476190476191,13,7
1074,Extending critical success factors methodology to facilitate broadly participative information systems planning,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,30,0.16666666666666666,1,4
1075,Nearing the threshold: An economics approach to pressure on information systems professionals to separate from their employer,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,10,1.0,1,1
1076,Investigating determinants of software developers' intentions to follow methodologies,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,24,0.6444444444444445,29,10
1077,Software piracy in the workplace: A model and empirical test,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,12,0.4666666666666667,7,6
1078,"Knowledge management enablers, processes, and organizational performance: An integrative view and empirical examination",,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2,0.5870870870870871,391,37
1079,Product-based workflow design,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,23,0.4722222222222222,17,9
1080,Exploring the core concepts of media richness theory: The impact of cue multiplicity and feedback immediacy on decision quality,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,4,0.6,33,11
1081,Identification of comment authorship in anonymous group support systems,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,25,0.6798418972332015,172,23
1082,The identity crisis within the is discipline: Defining and communicating the discipline's core properties,,2003,MIS QUARTERLY,24,0.3626373626373626,33,14
1083,Reconceptualizing users as social actors in information systems research,,2003,MIS QUARTERLY,32,0.0,0,2
1084,Shaping agility through digital options: Reconceptualizing the role of information technology in contemporary firms,,2003,MIS QUARTERLY,14,0.7,7,5
1085,"Virtualness and knowledge in teams: Managing the love triangle of organizations, individuals, and information technology",,2003,MIS QUARTERLY,19,0.5144927536231884,142,24
1086,The adoption and use of GSS in project teams: Toward more participative processes and outcomes,,2003,MIS QUARTERLY,19,0.3523809523809524,74,21
1087,Decentralized mechanism design for supply chain organizations using an auction market,,2003,INFORMATION SYSTEMS RESEARCH,29,0.16666666666666666,1,4
1088,XML-based schema definition for support of interorganizational workflow,,2003,INFORMATION SYSTEMS RESEARCH,23,0.6666666666666666,24,9
1089,Informational influence in organizations: An integrated approach to knowledge adoption,,2003,INFORMATION SYSTEMS RESEARCH,21,0.3736842105263158,71,20
1090,When subordinates become IT contractors: Persistent managerial expectations in IT outsourcing,,2003,INFORMATION SYSTEMS RESEARCH,9,1.0,28,8
1091,The social construction of meaning: An alternative perspective on information sharing,,2003,INFORMATION SYSTEMS RESEARCH,25,0.9120879120879121,83,14
1092,Information goods pricing and copyright enforcement: Welfare analysis,,2003,INFORMATION SYSTEMS RESEARCH,18,1.0,1,2
1093,The DeLone and McLean model of information systems success: a ten-year update,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,30,0.6111111111111112,22,9
1094,Collaboration engineering with ThinkLets to pursue sustained success with group support systems,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,25,0.8761904761904762,92,15
1095,Toward an understanding of satisfaction with the process and outcomes of teamwork,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,25,0.6796536796536796,157,22
1096,Modeling and simulation for mission operations work system design,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,23,0.19230769230769232,15,13
1097,Because time matters: Temporal coordination in global virtual project teams,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,19,0.4945054945054945,45,14
1098,Team boundary issues across multiple global firms,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,19,0.6888888888888889,31,10
1099,Generating and browsing multiple taxonomies over a document collection,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,31,0.75,21,8
1100,A methodology for analyzing web-based qualitative data,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,24,0.4264705882352941,58,17
1101,Relating collaborative technology use to teamwork quality and performance: An empirical analysis,,2003,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,19,0.3611111111111111,13,9
1102,Information systems as a reference discipline for new product development,,2003,MIS QUARTERLY,24,0.391812865497076,67,19
1103,Predicting intention to adopt interorganizational linkages: An institutional perspective,,2003,MIS QUARTERLY,21,0.4444444444444444,16,9
1104,Trust and TAM in online shopping: An integrated model,,2003,MIS QUARTERLY,11,0.5047619047619047,53,15
1105,Understanding the service component of application service provision: An empirical analysis of satisfaction with ASP services,,2003,MIS QUARTERLY,16,0.4,6,6
1106,Issues in linking information technology capability to firm performance,,2003,MIS QUARTERLY,14,0.22631578947368422,43,20
1107,CIO lateral influence behaviors: Gaining peers' commitment to strategic information systems,,2003,MIS QUARTERLY,8,0.9,9,5
1108,Research commentary: Information systems and conceptual modeling - A research agenda,,2002,INFORMATION SYSTEMS RESEARCH,23,0.35555555555555557,16,10
1109,Research commentary: The next wave of Nomadic computing,,2002,INFORMATION SYSTEMS RESEARCH,32,0.0,0,3
1110,The security of confidential numerical data in databases,,2002,INFORMATION SYSTEMS RESEARCH,17,0.6444444444444445,29,10
1111,A comparative study of distributed learning environments on learning outcomes,,2002,INFORMATION SYSTEMS RESEARCH,32,0.48484848484848486,32,12
1112,"Potential research space in MIS: A framework for envisioning and evaluating research replication, extension, and generation",,2002,INFORMATION SYSTEMS RESEARCH,2,0.5833333333333334,21,9
1113,Research report: Intrafirm resource allocation with asymmetric information and negative externalities,,2002,INFORMATION SYSTEMS RESEARCH,18,0.5,3,4
1114,Newly vulnerable markets in an age of pure information products: An analysis of Online music and Online news,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.4,6,6
1115,A model of neutral B2B,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,13,0.5714285714285714,16,8
1116,Market segmentation and information development costs in a two-tiered fee-based and sponsorship-based web site,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,20,0.06666666666666667,1,6
1117,Management of valuation of advertisement-supported web sites,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,20,0.7564102564102564,59,13
1118,Evolution of prices in electronic markets under diffusion of price-comparison shopping,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,18,0.3333333333333333,15,10
1119,A query-driven approach to the design and management of flexible database systems,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,17,0.8461538461538461,77,14
1120,Effects of local versus global schema diagrams on verification and communication conceptual data modeling,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,17,0.4,18,10
1121,Effects of group support systems and content facilitation on knowledge acquisition,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,25,0.8070175438596491,138,19
1122,"Turnover of information technology workers: Examining empirically the influence of attitudes, job characteristics, and external markets",,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,10,1.0,55,11
1123,Understanding network effects in software markets: Evidence from Web server pricing,,2002,MIS QUARTERLY,18,0.16666666666666666,11,12
1124,Technology frames and framing: A socio-cognitive investigation of requirements determination,,2002,MIS QUARTERLY,9,0.2857142857142857,6,7
1125,Cross-cultural software production and use: A structurational analysis,,2002,MIS QUARTERLY,2,0.4,6,6
1126,An empirical examination of individual traits as antecedents to computer anxiety and computer self-efficacy,,2002,MIS QUARTERLY,32,0.6095238095238096,64,15
1127,Review: Power and information technology research: A metatriangulation review,,2002,MIS QUARTERLY,24,0.1774891774891775,41,22
1128,Toward new metrics for net-enhanced organizations,,2002,INFORMATION SYSTEMS RESEARCH,16,0.5285714285714286,111,21
1129,Businesses as buildings: Metrics for the architectural quality of Internet businesses,,2002,INFORMATION SYSTEMS RESEARCH,16,0.7833333333333333,94,16
1130,Measuring switching costs and the determinants of customer retention in Internet-enabled businesses: A study of the Online brokerage industry,,2002,INFORMATION SYSTEMS RESEARCH,20,0.0,0,3
1131,e-Commerce metrics for net-enhanced organizations: Assessing the value of e-commerce to firm performance in the manufacturing sector,,2002,INFORMATION SYSTEMS RESEARCH,14,0.4166666666666667,15,9
1132,The measurement of web-customer satisfaction: An expectation and disconfirmation approach,,2002,INFORMATION SYSTEMS RESEARCH,16,0.6428571428571429,135,21
1133,Antecedents of B2C channel satisfaction and preference: Validating e-commerce metrics,,2002,INFORMATION SYSTEMS RESEARCH,4,0.4666666666666667,7,6
1134,Developing and validating trust measures for e-commerce: An integrative typology,,2002,INFORMATION SYSTEMS RESEARCH,11,0.7307692307692307,57,13
1135,The shareholder-wealth and trading-volume effects of information-technology infrastructure investments,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.3717948717948718,29,13
1136,Managing information technology investment risk: A real options perspective,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.6388888888888888,23,9
1137,Information-technology investment decisions: When do costs and benefits in the social subsystem matter?,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.6222222222222222,28,10
1138,Research in information systems: An empirical study of diversity in the discipline and its journals,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,24,0.7272727272727273,48,12
1139,Development of a measure for the organizational learning construct,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,16,0.6013071895424836,92,18
1140,The role of similarity in the reuse of object-oriented analysis models,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,12,0.0,0,2
1141,A discrepancy model of information system personnel turnover,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,10,1.0,55,11
1142,Job satisfaction of information technology workers: The impact of career orientation and task automation in a CASE environment,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,10,0.8076923076923077,63,13
1143,The dynamic effects of group support systems on group meetings,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,25,0.5757575757575758,323,34
1144,A design theory for systems that support emergent knowledge processes,,2002,MIS QUARTERLY,2,0.13043478260869565,33,23
1145,Studying knowledge management in information systems research: Discourses and theoretical assumptions,,2002,MIS QUARTERLY,2,0.5633001422475107,396,38
1146,Evidence of the effect of trust building technology in electronic markets: Price premiums and buyer behavior,,2002,MIS QUARTERLY,11,0.49166666666666664,59,16
1147,Knowledge management in pursuit of performance: Insights from Nortel Networks,,2002,MIS QUARTERLY,2,1.0,15,6
1148,NEBIC: A dynamic capabilities theory for assessing net-enablement,,2002,INFORMATION SYSTEMS RESEARCH,8,0.35555555555555557,16,10
1149,The net-enabled business innovation cycle and the evolution of dynamic capabilities,,2002,INFORMATION SYSTEMS RESEARCH,8,0.1,1,5
1150,"Web site usability, design, and performance metrics",,2002,INFORMATION SYSTEMS RESEARCH,20,0.5514705882352942,75,17
1151,Assessing a firm's Web presence: A heuristic evaluation procedure for the measurement of usability,,2002,INFORMATION SYSTEMS RESEARCH,20,0.638095238095238,67,15
1152,Measuring factors that influence the success of Internet commerce,,2002,INFORMATION SYSTEMS RESEARCH,16,0.7619047619047619,160,21
1153,Applying the technology acceptance model and flow theory to online consumer behavior,,2002,INFORMATION SYSTEMS RESEARCH,20,0.23809523809523808,5,7
1154,Learning to implement enterprise systems: An exploratory study of the dialectics of change,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,11,0.5238095238095238,11,7
1155,Implementation team responsiveness and user evaluation of Customer Relationship Management: A quasi-experimental design study of social exchange theory,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,15,0.0,0,0
1156,Investment in Enterprise Resource Planning: Business impact and productivity measures,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,11,0.8571428571428571,18,7
1157,The influence of multimedia on improving the comprehension of organizational information,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,3,0.8666666666666667,13,6
1158,Multiparty negotiation support: The role of visualization's influence on the development of shared mental models,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,6,1.0,6,4
1159,Software functionality: A game theoretic analysis,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,18,0.6428571428571429,18,8
1160,An integrated performance model of information systems projects,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,9,0.49783549783549785,115,22
1161,Individual trust in online firms: Scale development and initial test,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,11,0.9090909090909091,50,11
1162,Profiling Web usage in the workplace: A behavior-based artificial intelligence approach,,2002,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,31,0.19047619047619047,4,7
1163,Shaping up for e-commerce: Institutional enablers of the organizational assimilation of Web technologies,,2002,MIS QUARTERLY,8,0.8333333333333334,5,4
1164,A representational scheme for analyzing information technology and organizational dependency,,2002,MIS QUARTERLY,17,0.6666666666666666,2,3
1165,Inducing sensitivity to deception in order to improve decision making performance: A field study,,2002,MIS QUARTERLY,23,0.5,3,4
1166,Measuring information system service quality: Servqual from the other side,,2002,MIS QUARTERLY,16,0.7571428571428571,159,21
1167,Research commentary: Workflow management issues in e-business,,2002,INFORMATION SYSTEMS RESEARCH,23,0.7777777777777778,28,9
1168,Model composition using filter spaces,,2002,INFORMATION SYSTEMS RESEARCH,29,0.5818181818181818,32,11
1169,An empirical examination of the concern for information privacy instrument,,2002,INFORMATION SYSTEMS RESEARCH,4,0.4090909090909091,27,12
1170,Assessing the validity of IS success models: An empirical test and theoretical analysis,,2002,INFORMATION SYSTEMS RESEARCH,30,0.3484848484848485,23,12
