id,label,DE,PY,SO,TC
353,Long Tails vs. Superstars: The Effect of Information Technology on Product Variety and Sales Concentration Patterns,Long Tail; Superstar; product variety; sales concentration; information technology,2010,INFORMATION SYSTEMS RESEARCH,30
354,Digital Infrastructures: The Missing IS Research Agenda,generativity; digital infrastructure; control points; IT artifact; IS research agenda,2010,INFORMATION SYSTEMS RESEARCH,78
355,Vigilant Interaction in Knowledge Collaboration: Challenges of Online User Participation Under Ambivalence,online participation; knowledge collaboration; vigilance; trust; distrust; deception; novelty,2010,INFORMATION SYSTEMS RESEARCH,16
356,The Digital Transformation of Healthcare: Current Status and the Road Ahead,health information technology; health-care transformation; electronic health records; meaningful use,2010,INFORMATION SYSTEMS RESEARCH,79
357,Reframing the Dominant Quests of Information Systems Strategy Research for Complex Adaptive Business Systems,information systems strategy; complex adaptive business systems; emergence; strategic alignment; integration; sustained advantage; temporary advantage; co-evolution; reconfiguration; renewal,2010,INFORMATION SYSTEMS RESEARCH,29
358,"Alliances, Rivalry, and Firm Performance in Enterprise Systems Software Markets: A Social Network Approach",technology standards; software industry; enterprise resource planning (ERP); software architecture; partnerships; social network theory; standards competition,2010,INFORMATION SYSTEMS RESEARCH,19
359,Understanding Willingness-to-Pay Formation of Repeat Bidders in Sequential Online Auctions,sequential online auctions; bidding behavior; willingness to pay; demand reduction,2010,INFORMATION SYSTEMS RESEARCH,9
360,Complementarities in the Diffusion of Personal Computers and the Internet: Implications for the Global Digital Divide,IT penetration; IT diffusion; digital divide; global IT; diffusion model; codiffusion,2010,INFORMATION SYSTEMS RESEARCH,23
361,Applying the Randomized Response Technique to Elicit Truthful Responses to Sensitive Questions in IS Research: The Case of Software Piracy Behavior,response distortion; software piracy; randomized response technique; unrelated question design; method of moments; socially desirable responding; structural equation modeling,2010,INFORMATION SYSTEMS RESEARCH,5
362,The Role of Organizational Controls and Boundary Spanning in Software Development Outsourcing: Implications for Project Performance,software outsourcing; organizational control; software quality; project overruns; boundary spanning; partial least squares; surveys,2010,INFORMATION SYSTEMS RESEARCH,42
363,Mapping the Field of Virtual Work: A Cocitation Analysis,virtual work; virtual teams; bibliometric analysis,2010,INFORMATION SYSTEMS RESEARCH,16
364,Regulation of Digital Businesses with Natural Monopolies or Third-Party Payment Business Models: Antitrust Lessons from the Analysis of Google,antitrust; bundling and tying; contestability; deterred market entry; digital business strategies; essential facilities doctrine; Google; key word auctions; online search; relevant market share; sponsored search,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,7
365,Impact of Technostress on End-User Satisfaction and Performance,end-user performance; end-user satisfaction; ICT use; information overload; survey research; technostress; user involvement,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,35
366,FOCUS AND DIVERSITY IN INFORMATION SYSTEMS RESEARCH: MEETING THE DUAL DEMANDS OF A HEALTHY APPLIED DISCIPLINE,IS discipline; IS research; author co-citation analysis; focus; diversity,2010,MIS QUARTERLY,22
367,WEB 2.0 AND POLITICS: THE 2008 US PRESIDENTIAL ELECTION AND AN E-POLITICS RESEARCH AGENDA,New media; Web 2.0; politics; digital democracy; e-politics; elections; online,2010,MIS QUARTERLY,51
368,THE OTHER SIDE OF ACCEPTANCE: STUDYING THE DIRECT AND INDIRECT EFFECTS OF EMOTIONS ON INFORMATION TECHNOLOGY USE,Emotions; IT use; acceptance; adaptation behaviors; appraisal theory; user reaction; IT-related behaviors,2010,MIS QUARTERLY,86
369,AFFECT IN WEB INTERFACES: A STUDY OF THE IMPACTS OF WEB PAGE VISUAL COMPLEXITY AND ORDER,Webpage visual design; webpage visual complexity; webpage order; emotional response; approach behavior,2010,MIS QUARTERLY,34
370,UNDERSTANDING ORGANIZATION-ENTERPRISE SYSTEM FIT: A PATH TO THEORIZING THE INFORMATION TECHNOLOGY ARTIFACT,Fit; misfits; enterprise systems; IT artifact; critical realism,2010,MIS QUARTERLY,69
371,IMPROVING EMPLOYEES' COMPLIANCE THROUGH INFORMATION SYSTEMS SECURITY TRAINING: AN ACTION RESEARCH STUDY,IS security; IS security training; employees' compliance with security policies,2010,MIS QUARTERLY,46
372,AN ALTERNATIVE TO METHODOLOGICAL INDIVIDUALISM: A NON-REDUCTIONIST APPROACH TO STUDYING TECHNOLOGY ADOPTION BY GROUPS,Methodological individualism; non-reductionist view; multilevel theory; group technology adoption; valence; task-technology fit; technology characteristics; PLS analysis,2010,MIS QUARTERLY,21
373,PRICE EFFECTS IN ONLINE PRODUCT REVIEWS: AN ANALYTICAL MODEL AND EMPIRICAL ANALYSIS,Online product reviews; review bias; price effects; empirical analysis; optimal pricing,2010,MIS QUARTERLY,36
374,TOWARD ETHICAL INFORMATION SYSTEMS: THE CONTRIBUTION OF DISCOURSE ETHICS,Ethics and IS; ethical theories; Habermas; discourse ethics; deliberative democracy; soft systems methodology,2010,MIS QUARTERLY,39
375,"THE IMPACT OF INFORMATION TECHNOLOGY AND TRANSACTIVE MEMORY SYSTEMS ON KNOWLEDGE SHARING, APPLICATION, AND TEAM PERFORMANCE: A FIELD STUDY",Transactive memory system; knowledge management; team performance; field study,2010,MIS QUARTERLY,81
376,Safe Contexts for Interorganizational Collaborations Among Homeland Security Professionals,dual process theories; geographic proximity; knowledge protection; personal networks; safe contexts; security professionals,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,9
377,Systems Development Ambidexterity: Explaining the Complementary and Substitutive Roles of Formal and Informal Controls,ambidexterity; control mechanisms; interaction effects; outsourcing; project governance; signaling; software project control; systems development,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,53
378,No Free Lunch: Price Premium for Privacy Seal-Bearing Vendors,partial least squares; price dispersion; privacy assurance; risk premium; trust,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,10
379,Donor-to-Nonprofit Online Marketplace: An Economic Analysis of the Effects on Fund-Raising,fund-raising; nonprofit organizations; online marketplaces; online search; quality certification; seal of approval; signaling,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2
380,Impact of Internal Open Source Development on Reuse: Participatory Reuse in Action,closed source; internal open source; open source; open source software; participatory reuse; software reuse,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,8
381,Balancing IT with the Human Touch: Optimal Investment in IT-Based Customer Service,e-service quality; customer service; price competition; service differentiation; competitive strategy; competitive dynamics,2010,INFORMATION SYSTEMS RESEARCH,4
382,"The ""Third Hand"": IT-Enabled Competitive Advantage in Turbulence Through Improvisational Capabilities",improvisation; improvisational capabilities; dynamic capabilities; environmental turbulence; digital systems; IT-leveraging capability; new product development; competitive advantage; competitive dynamics,2010,INFORMATION SYSTEMS RESEARCH,58
383,Changing the Competitive Landscape: Continuous Innovation Through IT-Enabled Knowledge Capabilities,absorptive capacity; business value of IT; competitive impacts of IS; firm innovation; IT-enabled knowledge capability; knowledge management; strategic management of IT,2010,INFORMATION SYSTEMS RESEARCH,51
384,Managerial Interpretations of the Role of Information Systems in Competitive Actions and Firm Performance: A Grounded Theory Investigation,competitive dynamics; competitive actions; information systems; firm performance; strategy; grounded theory; interpretative research; managerial interpretation; process,2010,INFORMATION SYSTEMS RESEARCH,8
385,Leveraging IT Capabilities and Competitive Process Capabilities for the Management of Interorganizational Relationship Portfolios,competitive dynamics perspective; IT business value; interorganizational relationships; relationship portfolios; competitive performance; structural IT capabilities; competitive process capabilities; complementarities,2010,INFORMATION SYSTEMS RESEARCH,50
386,"Information Technology, Network Structure, and Competitive Action",competitive action; IT-enabled capability; interfirm network structure; social network theory,2010,INFORMATION SYSTEMS RESEARCH,18
387,A Network Perspective of Digital Competition in Online Advertising Industries: A Simulation-Based Approach,digital competition; NI; IP; switching force; SAs; online sponsored advertising; agent-based simulation,2010,INFORMATION SYSTEMS RESEARCH,8
388,Competitive Actions and Dynamics in the Digital Age: An Empirical Investigation of Social Networking Firms,competition strategy; competition dynamics; competitive actions; firm performance; social networking services; page view; business value of information technology; value cocreation; repertoire of actions; network centrality,2010,INFORMATION SYSTEMS RESEARCH,26
389,Competing in Crowded Markets: Multimarket Contact and the Nature of Competition in the Enterprise Systems Software Industry,enterprise software; standards; multimarket contact; crowded markets,2010,INFORMATION SYSTEMS RESEARCH,6
390,"Why Do Software Firms Fail? Capabilities, Competitive Actions, and Firm Survival in the Software Industry from 1995 to 2007",software industry; survival analysis; capability; resource-based view; marketing; operations; research and development; stochastic frontier production function; competitive actions; competitive dynamics,2010,INFORMATION SYSTEMS RESEARCH,13
391,Predicting Collaboration Technology Use: Integrating Technology Adoption and Collaboration Research,channel expansion theory; collaboration technologies; social presence theory; task closure model; technology acceptance; technology adoption; unified theory of acceptance and use of technology,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,60
392,Are Consumers More Likely to Contribute Online Reviews for Hit or Niche Products?,consumer behavior; econometrics; information intermediaries; online product reviews; online word of mouth; Web 2.0,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,51
393,Empirical Analysis of the Impact of Recommender Systems on Sales,collaborative filtering; electronic commerce; e-tail; experience goods; recommender systems,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,35
394,Net Neutrality and Vertical Integration of Content and Broadband Services,broadband service providers; consumer surplus; content providers; economics of net neutrality; net neutrality; social welfare; vertical integration,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,5
395,"Information Technology Diffusion with Influentials, Imitators, and Opponents",diffusion of innovation; information technology diffusion; technology opposition,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14
396,DETECTING FAKE WEBSITES: THE CONTRIBUTION OF STATISTICAL LEARNING THEORY,Fake website detection; Internet fraud; design science; statistical learning theory; information systems development; website classification,2010,MIS QUARTERLY,20
397,CIRCUITS OF POWER: A STUDY OF MANDATED COMPLIANCE TO AN INFORMATION SYSTEMS SECURITY DE JURE STANDARD IN A GOVERNMENT ORGANIZATION,Information systems security (ISS); ISS de jure standards; politics and power; circuits of power; resistance; norms; culture; institutionalization; canonical action research; e-commerce,2010,MIS QUARTERLY,13
398,NEUTRALIZATION: NEW INSIGHTS INTO THE PROBLEM OF EMPLOYEE INFORMATION SYSTEMS SECURITY POLICY VIOLATIONS,Neutralization theory; deterrence theory; IS security policies; IS security; compliance,2010,MIS QUARTERLY,111
399,USER PARTICIPATION IN INFORMATION SYSTEMS SECURITY RISK MANAGEMENT,Information security; user participation; security risk management; Sarbanes-Oxley Act,2010,MIS QUARTERLY,44
400,INFORMATION SECURITY POLICY COMPLIANCE: AN EMPIRICAL STUDY OF RATIONALITY-BASED BELIEFS AND INFORMATION SECURITY AWARENESS,Information security awareness; information security management; compliance; information security policy; behavioral issues of information security; theory of planned behavior,2010,MIS QUARTERLY,141
401,FEAR APPEALS AND INFORMATION SECURITY BEHAVIORS: AN EMPIRICAL STUDY,Information security; countermeasures; protection motivation theory; fear appeals; persuasive communication; information assurance; threat appraisal; coping appraisal,2010,MIS QUARTERLY,108
402,MARKET VALUE OF VOLUNTARY DISCLOSURES CONCERNING INFORMATION SECURITY,Information security; market value; voluntary disclosures; selection-bias; bid ask spread,2010,MIS QUARTERLY,16
403,THE IMPACT OF MALICIOUS AGENTS ON THE ENTERPRISE SOFTWARE INDUSTRY,Information system security; network externalities; software selection; game theory,2010,MIS QUARTERLY,10
404,PRACTICING SAFE COMPUTING: A MULTIMETHOD EMPIRICAL EXAMINATION OF HOME COMPUTER USER SECURITY BEHAVIORAL INTENTIONS,Behavioral security; protection motivation; home computer user; goal framing; self-view; survey; experiment,2010,MIS QUARTERLY,75
405,"Information Transparency in Business-to-Consumer Markets: Concepts, Framework, and Research Agenda",business-to-business e-commerce; business-to-consumer e-commerce; electronic markets; information transparency; market mechanism design; transparency strategy,2010,INFORMATION SYSTEMS RESEARCH,31
406,Resource Allocation Policies for Personalization in Content Delivery Sites,recommendation systems; user profiling; delay externality; scheduling; batching; queueing,2010,INFORMATION SYSTEMS RESEARCH,4
407,"Technological Frames, Organizational Capabilities, and IT Use: An Empirical Investigation of Electronic Procurement",electronic procurement; B2B electronic markets; technological frames; benefits frame; threat frame; adjustment frame; organizational capabilities; technological opportunism; technological sophistication; sensemaking,2010,INFORMATION SYSTEMS RESEARCH,27
408,"Diffusion Models for Peer-to-Peer (P2P) Media Distribution: On the Impact of Decentralized, Constrained Supply",peer-to-peer file diffusion; P2P; supply-constrained diffusion; free-riding; mixing model of diffusion; distributed systems,2010,INFORMATION SYSTEMS RESEARCH,1
409,Complementarities Between Organizational IT Architecture and Governance Structure,modularity; information technology architecture; governance; mediated moderation; alignment; IT strategy; IT agility,2010,INFORMATION SYSTEMS RESEARCH,36
410,Assessing Screening and Evaluation Decision Support Systems: A Resource-Matching Approach,decision support systems; electronic commerce; resource matching; consumer behavior,2010,INFORMATION SYSTEMS RESEARCH,14
411,Visualization of Network Concepts: The Impact of Working Memory Capacity Differences,information visualization; network visualization; social network analysis; working memory capacity; evaluation of information visualization systems,2010,INFORMATION SYSTEMS RESEARCH,7
412,Predicting Web Page Status,Web search; search engine marketing; Web visibility; status; influence,2010,INFORMATION SYSTEMS RESEARCH,4
413,Toward a Causal Interpretation from Observational Data: A New Bayesian Networks Method for Structural Models with Latent Variables,causality; Bayesian networks; structural equation modeling; observational data; Bayesian graphs,2010,INFORMATION SYSTEMS RESEARCH,9
414,Does Technological Progress Alter the Nature of Information Technology as a Production Input? New Evidence and New Results,IT business value; productivity; substitute; complement; hedonic; capital services; technological change; rental price; price index; organizational decentralization,2010,INFORMATION SYSTEMS RESEARCH,22
415,Follow the Sun Workflow in Global Software Development,calendar-efficient software development; global coordination; round-the-clock development; software development; software handoff efficiency; time to market; 24-hour development,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,18
416,Perpetual Versus Subscription Licensing Under Quality Uncertainty and Network Externality Effects,compatibility; network externality; price discrimination; quality uncertainty; software licensing; upgrades,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,12
417,The Power of Patterns and Pattern Recognition When Developing Information-Based Strategy,hyperdifferentiation; newly vulnerable markets; outsourcing risks; platform envelopment strategies; resonance marketing; resource-based competitive advantage; strategic information systems; transaction costs of outsourcing,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2
418,Models of Collaboration as the Foundation for Collaboration Technologies,collaboration; coordination theory; modeling; social network models; temporal models; workflow,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2
419,Bounded Ideation Theory,bounded ideation theory; brainstorming; group support systems; ideation,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,12
420,Network Externalities and Technology Use: A Quantitative Analysis of Intraorganizational Blogs,corporate blogs; network externalities; social computing; social networks; technology usage,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,39
421,Technology Dominance in Complex Decision Making: The Case of Aided Credibility Assessment,credibility; credibility assessment; deception; deception detection; decision aids; decision making; theory of technology dominance (TTD),2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,19
422,"Team Size, Dispersion, and Social Loafing in Technology-Supported Teams: A Perspective on the Theory of Moral Disengagement",computer-mediated communication; creativity; electronic brainstorming; idea generation; individuals in teams; social loafing; team performance; team productivity; technology-mediated collaborative environments; technology-supported team efficacy; theory of moral disengagement; virtual collaboration; virtual teams,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,17
423,Antecedents and Effects of CIO Supply-Side and Demand-Side Leadership: A Staged Maturity Model,chief information officer; exploitation; exploration; IT functional impact; IT leadership; staged maturity model; strategic value of IT; structural equation modeling; survey research,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,20
424,The Influence of Experiential and Dispositional Factors in Phishing: An Empirical Investigation of the Deceived,computer-mediated deception; electronic mail fraud; Internet security; interpersonal deception theory; phishing,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14
425,COMPUTING IN EVERYDAY LIFE: A CALL FOR RESEARCH ON EXPERIENTIAL COMPUTING,Experiential computing; science of artificial; design; digitalization,2010,MIS QUARTERLY,87
426,"INFORMATION SYSTEMS STRATEGY: RECONCEPTUALIZATION, MEASUREMENT, AND IMPLICATIONS",IS strategy; IS strategic alignment; strategic IS planning; competitive advantage,2010,MIS QUARTERLY,60
427,BRAND POSITIONING STRATEGY USING SEARCH ENGINE MARKETING,e-commerce; search engine optimization; web design; brand positioning,2010,MIS QUARTERLY,33
428,EXPECTATION DISCONFIRMATION AND TECHNOLOGY ADOPTION: POLYNOMIAL MODELING AND RESPONSE SURFACE ANALYSIS,Polynomial modeling; response surface methodology; nonlinear modeling; difference scores; direct measures; technology acceptance model; expectation disconfirmation theory; IS continuance,2010,MIS QUARTERLY,67
429,A MULTI-PROJECT MODEL OF KEY FACTORS AFFECTING ORGANIZATIONAL BENEFITS FROM ENTERPRISE SYSTEMS,Enterprise system success; packaged software; functional fit; overcoming organizational inertia; change management; IS implementation; IS project management; integration; process optimization; improved access to information,2010,MIS QUARTERLY,53
430,INFORMATION ABOUT INFORMATION: A TAXONOMY OF VIEWS,Information; theory; taxonomy; token; syntax; representation; adaptation,2010,MIS QUARTERLY,14
431,INVESTIGATING Two CONTRADICTORY VIEWS OF FORMATIVE MEASUREMENT IN INFORMATION SYSTEMS RESEARCH,Formative measurement; formative indicators; measurement models; measurement instability; external consistency; interpretational confounding; information systems measures,2010,MIS QUARTERLY,36
432,INTRODUCTION TO THE SPECIAL ISSUE ON NOVEL PERSPECTIVES ON TRUST IN INFORMATION SYSTEMS, ,2010,MIS QUARTERLY,7
433,WHAT DOES THE BRAIN TELL US ABOUT TRUST AND DISTRUST? EVIDENCE FROM A FUNCTIONAL NEUROIMAGING STUDY,Trust; distrust; neuroIS; price premiums; functional neuroimaging; fMRI; cognitive neuroscience,2010,MIS QUARTERLY,68
434,ARE THERE NEURAL GENDER DIFFERENCES IN ONLINE TRUST? AN FMRI STUDY ON THE PERCEIVED TRUSTWORTHINESS OF EBAY OFFERS,Online trust; trustworthiness; functional magnetic resonance imaging (fMRI); gender; eBay,2010,MIS QUARTERLY,53
435,IT Careers Camp: An Early Intervention Strategy to Increase IS Enrollments,summer camps; IS enrollments,2010,INFORMATION SYSTEMS RESEARCH,8
436,On Evaluating Information Revelation Policies in Procurement Auctions: A Markov Decision Process Approach,auctions; information revelation; MDP; game theory simulation,2010,INFORMATION SYSTEMS RESEARCH,13
437,Contractual Provisions to Mitigate Holdup: Evidence from Information Technology Outsourcing,contract duration; extendibility clauses; holdup; underinvestment; information technology outsourcing; incomplete contracts,2010,INFORMATION SYSTEMS RESEARCH,20
438,Is Query Reuse Potentially Harmful? Anchoring and Adjustment in Adapting Existing Database Queries,reuse; anchoring and adjustment; SQL; query formulation,2010,INFORMATION SYSTEMS RESEARCH,10
439,Use of Pricing Schemes for Differentiating Information Goods,duopoly; price competition; pricing; pricing schemes; information goods; differentiation,2010,INFORMATION SYSTEMS RESEARCH,10
440,Design and Analysis of Contracts for Software Outsourcing,contract design; software engineering; software outsourcing; performance-based contracts,2010,INFORMATION SYSTEMS RESEARCH,21
441,An Empirical Analysis of Software Vendors' Patch Release Behavior: Impact of Vulnerability Disclosure,security vulnerability; disclosure policy; patch release time; open source vendors; information security; software vendors; hazard model,2010,INFORMATION SYSTEMS RESEARCH,12
442,Ex Ante Information and the Design of Keyword Auctions,keyword auctions; keyword advertising; sponsored links; weighted unit-price auctions; weighting scheme; Google; Yahoo; minimum bid,2010,INFORMATION SYSTEMS RESEARCH,39
443,"Electronic Markets, Search Costs, and Firm Boundaries",outsourcing; electronic commerce; interorganizational information systems; electronic markets; economics of IS; information systems and organizational change; IT impacts on industry and market structure; IT-enabled supply chains; IT and new organizational forms; search costs; moral hazard; agency theory; analytical modeling,2010,INFORMATION SYSTEMS RESEARCH,2
444,Induction over Strategic Agents,discriminant analysis; principal-agent; strategic gaming; generalization; adversarial learning,2010,INFORMATION SYSTEMS RESEARCH,4
445,Quality Uncertainty and the Performance of Online Sponsored Search Markets: An Empirical Investigation,electronic commerce; competitive impacts of IS; IT impacts on industry and market structure; econometrics,2010,INFORMATION SYSTEMS RESEARCH,22
446,An Interdisciplinary Perspective on IT Services Management and Service Science,cloud computing; economics; IS; IT services; literature survey; marketing; operations; research directions; service science; services management; services-oriented systems; system science,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,78
447,Connecting IT Services Operations to Services Marketing Practices,IT services; mandated systems; relational trust; service delivery chain; service mechanisms,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,12
448,"Multitask Agency, Modular Architecture, and Task Disaggregation in SaaS",endogenous matching; information technology; modularity; multitask agency; outsourcing; service science; services,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,24
449,Coordination Strategies in an SaaS Supply Chain,cloud computing; economic analysis; information sharing; infrastructure-as-a-service; service science; services; services management; software-as-a-service; strategy; supply chain coordination,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,20
450,Understanding the Economic Potential of Service-Oriented Architecture,business benefits; economic potential; IS value; service-oriented architecture; service science; services,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,8
451,Managers' Judgments of Performance in IT Services Outsourcing,decision-making biases; field studies; input bias; IT services outsourcing; judgment; regression analysis; service science,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,11
452,"A Service Science Perspective on Strategic Choice, IT, and Performance in US Banking",banking; business value; customer intimacy; financial services; relationship banking; service science; services; strategic alignment; strategic choice; value disciplines,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,16
453,Implementing Service-Oriented Architecture in Organizations,adoption; design science; service-oriented architecture; service science; services; system dynamics,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,15
454,Demand Information Sharing in Heterogeneous IT Services Environments,heterogeneous demand; information sharing; IT services; pricing,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,9
455,Should We Go Our Own Way? Backsourcing Flexibility in IT Services Contracts,contingent claims analysis; demand trigger value; demand uncertainty; financial economics; IT services; outsourcing; real options; service science; valuation; vendors; volatility,2010,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14
456,INFORMATION SYSTEMS INNOVATION FOR ENVIRONMENTAL SUSTAINABILITY,Belief-action-outcome (BAO) framework; environment; environmental management system; green; information system; innovation; organization; sustainability,2010,MIS QUARTERLY,135
457,INFORMATION SYSTEMS AND ENVIRONMENTALLY SUSTAINABLE DEVELOPMENT: ENERGY INFORMATICS AND NEW DIRECTIONS FOR THE IS COMMUNITY,Environmental sustainability; energy informatics; IS community,2010,MIS QUARTERLY,120
458,AN EMPIRICAL ANALYSIS OF THE IMPACT OF INFORMATION CAPABILITIES DESIGN ON BUSINESS PROCESS OUTSOURCING PERFORMANCE,Business process outsourcing; governance; performance; information requirements; information capabilities; information processing view,2010,MIS QUARTERLY,60
459,CHASING THE HOTTEST IT: EFFECTS OF INFORMATION TECHNOLOGY FASHION ON ORGANIZATIONS,Information technology fashion; management fashion; innovation; diffusion; discourse; corporate reputation; executive compensation; legitimacy; performance,2010,MIS QUARTERLY,59
460,TOWARD AGILE: AN INTEGRATED ANALYSIS OF QUANTITATIVE AND QUALITATIVE FIELD DATA ON SOFTWARE DEVELOPMENT AGILITY,Software development agility; agile software development; team autonomy; team diversity; software development performance; requirement change; partial least square; case study,2010,MIS QUARTERLY,61
461,VITAL SIGNS FOR VIRTUAL TEAMS: AN EMPIRICALLY DEVELOPED TRIGGER MODEL FOR TECHNOLOGY ADAPTATION INTERVENTIONS,Virtual teams; leadership; project management; IS development teams; empirical research; critical incident technique,2010,MIS QUARTERLY,29
462,JOB CHARACTERISTICS AND JOB SATISFACTION: UNDERSTANDING THE ROLE OF ENTERPRISE RESOURCE PLANNING SYSTEM IMPLEMENTATION,ERP systems; job characteristics; job satisfaction; technology adoption; system implementation,2010,MIS QUARTERLY,62
463,THE FORMATION AND VALUE OF IT-ENABLED RESOURCES: ANTECEDENTS AND CONSEQUENCES OF SYNERGISTIC RELATIONSHIPS,Business value of IT; systems theory; resource-based view of the firm; IT-enabled resources; emergent capabilities; synergy; strategic potential; compatibility; integration effort,2010,MIS QUARTERLY,81
464,WHAT MAKES A HELPFUL ONLINE REVIEW? A STUDY OF CUSTOMER REVIEWS ON AMAZON.COM,Electronic commerce; product reviews; search and experience goods; consumer behavior; information economics; diagnosticity,2010,MIS QUARTERLY,244
465,An Empirical Analysis of Contract Structures in IT Outsourcing,outsourcing; IT outsourcing contract; contract structure; fixed-price contracts; time and materials contracts,2009,INFORMATION SYSTEMS RESEARCH,38
466,Designing Intelligent Software Agents for Auctions with Limited Information Feedback,online auctions; intelligent agents; software agents; limited information feedback; bidding strategies; discrete event simulation; heuristics; parameter estimation,2009,INFORMATION SYSTEMS RESEARCH,6
467,How Incorporating Feedback Mechanisms in a DSS Affects DSS Evaluations,decision support systems; DSS design; feedback; learning; mental models; evaluations,2009,INFORMATION SYSTEMS RESEARCH,14
468,Trans-Situated Learning: Supporting a Network of Practice with an Information Infrastructure,situated learning; network of practice; information infrastructure; case study; embeddedness,2009,INFORMATION SYSTEMS RESEARCH,26
469,An Empirical Investigation of End-User Query Development: The Effects of Improved Model Expressiveness vs. Complexity,scalability; expressiveness; ontology; ontological clarity; parsimony; logical data models,2009,INFORMATION SYSTEMS RESEARCH,7
470,Competitive Environment and the Relationship Between IT and Vertical Integration,information technology; vertical integration; coordination costs; production costs; demand uncertainty; industry concentration,2009,INFORMATION SYSTEMS RESEARCH,15
471,Control in Internal and Outsourced Software Projects,attempted control; control theory; information systems development; project controls; realized control; survey research,2009,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,30
472,Design and Use of Preference Markets for Evaluation of Early Stage Technologies,convergence; incentives; information market; market performance; preference aggregation; preference ranking market; technology evaluation,2009,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,9
473,Consumer Empowerment Through Internet-Based Co-creation,co-creation; empowerment; new product development; online communities; open innovation; user innovation; virtual customer integration,2009,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,86
474,Optimal Policy for Software Patents: Model and Comparative Implications,patent height; patent length; patent policy; patent width; quality-price competition; R&D intensity; software patents; vertical product differentiation,2009,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,0
475,The Role of Push-Pull Technology in Privacy Calculus: The Case of Location-Based Services,compensation; distributive justice; government regulation; industry self-regulation; information delivery mechanisms; location-based services (LBS); privacy calculus; procedural justice,2009,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,63
476,"Trust-Assuring Arguments in B2C E-commerce: Impact of Content, Source, and Price on Trust",elaboration likelihood model (ELM); price; third-party certification; Toulmin argumentation model; trust; trust-assuring arguments; trust in e-commerce,2009,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,35
477,Speed Matters: The Role of Free Software Offer in Software Diffusion,Bass model; diffusion of innovations; dynamic pricing; free software,2009,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,12
478,Risks and Benefits of Signaling Information System Characteristics to Strategic Attackers,cost-benefit analysis; crime deterrence; games of complete and incomplete information; information security; information warfare; interdependent strategies; signaling,2009,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,12
479,Estimating Time Required to Reach Bid Levels in Online Auctions,"auction bid price; auction cash turnaround time; auctions; ""buy it now"" price; correlated random walk; electronic auctions; quasi-birth-death process; small business; transient analysis",2009,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,1
480,FASHION WAVES IN INFORMATION SYSTEMS RESEARCH AND PRACTICE,Innovation; adoption; diffusion; management fashion; information systems fashion; fashion setting; research agenda; information systems practice,2009,MIS QUARTERLY,43
481,HOW ETHICS CAN ENHANCE ORGANIZATIONAL PRIVACY: LESSONS FROM THE CHOICEPOINT AND TJX DATA BREACHES,Organizational privacy; information ethics; moral responsibility; information risk management; information management practices,2009,MIS QUARTERLY,28
