id,label,timeset,py,so,modularity_class,clustering,triangles,degree
586,THE DESIGN THEORY NEXUS,,2008,MIS QUARTERLY,24,0.30158730158730157,114,28
587,PROCESS GRAMMAR AS A TOOL FOR BUSINESS PROCESS DESIGN,,2008,MIS QUARTERLY,24,0.2633333333333333,79,25
588,MAKING SENSE OF TECHNOLOGY TRENDS IN THE INFORMATION TECHNOLOGY LANDSCAPE: A DESIGN SCIENCE APPROACH,,2008,MIS QUARTERLY,23,0.4166666666666667,15,9
589,CYBERGATE: A DESIGN FRAMEWORK AND SYSTEM FOR TEXT ANALYSIS OF COMPUTER-MEDIATED COMMUNICATION,,2008,MIS QUARTERLY,24,0.2,2,5
590,USING COGNITIVE PRINCIPLES To GUIDE CLASSIFICATION IN INFORMATION SYSTEMS MODELING,,2008,MIS QUARTERLY,24,0.19367588932806323,49,23
591,Casting the net: A multimodal network perspective on user-system interactions,,2008,INFORMATION SYSTEMS RESEARCH,0,0.3492063492063492,132,28
592,The effects of the social structure of digital networks on viral marketing performance,,2008,INFORMATION SYSTEMS RESEARCH,0,0.31414141414141417,311,45
593,Examining the relationship between reviews and sales: The role of reviewer identity disclosure in electronic markets,,2008,INFORMATION SYSTEMS RESEARCH,1,0.7428571428571429,156,21
594,Social capital and knowledge integration in digitally enabled teams,,2008,INFORMATION SYSTEMS RESEARCH,4,0.803921568627451,451,34
595,Towards dynamic visualization for understanding evolution of digital communication networks,,2008,INFORMATION SYSTEMS RESEARCH,0,0.4230769230769231,330,40
596,The impact of information diffusion on bidding behavior in secret reserve price auctions,,2008,INFORMATION SYSTEMS RESEARCH,2,0.8676923076923077,282,26
597,Emergence of new project teams from open source software developer networks: Impact of prior collaboration ties,,2008,INFORMATION SYSTEMS RESEARCH,4,0.42492492492492495,283,37
598,How information changes consumer behavior and how consumer behavior determines corporate strategy,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,8,0.2920634920634921,184,36
599,How does information technology shape supply-chain structure? Evidence on the number of suppliers,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,8,0.5906432748538012,101,19
600,How has electronic travel distribution been transformed? A test of the theory of newly vulnerable markets,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,8,0.6078431372549019,93,18
601,Information risk of inadvertent disclosure: An analysis of file-sharing risk in the financial supply chain,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,12,0.6799431009957326,478,38
602,The deterrent and displacement effects of information security enforcement: International evidence,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,12,0.8888888888888888,32,9
603,Does competition promote trust and trustworthiness in online trading? An experimental study,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,8,0.4894179894179894,185,28
604,Design and ownership of two-sided networks: Implications for Internet platforms,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,0,0.5287356321839081,230,30
605,Uncertainty and industry structure effects on managerial intuition about information technology real options,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,12,0.8636363636363636,57,12
606,Understanding the value of countermeasure portfolios in information systems security,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,12,0.6763285024154589,700,46
607,Decision-theoretic and game-theoretic approaches to IT security investment,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,12,0.5885057471264368,256,30
608,Uncovering the intellectual core of the information systems discipline,,2008,MIS QUARTERLY,24,0.36693548387096775,182,32
609,"Predicting different conceptualizations of system use: The competing roles of behavioral intention, facilitating conditions, and behavioral expectation",,2008,MIS QUARTERLY,17,0.35,42,16
610,Internet users' information privacy-protective responses: A taxonomy and a nomological model,,2008,MIS QUARTERLY,5,0.7907692307692308,257,26
611,Business familiarity as risk mitigation in software development outsourcing contracts,,2008,MIS QUARTERLY,22,0.8830409356725146,151,19
612,Representing part-whole relations in conceptual modeling: An empirical evaluation,,2008,MIS QUARTERLY,16,0.48717948717948717,38,13
613,"Media, tasks, and communication processes: A theory of media synchronicity",,2008,MIS QUARTERLY,15,0.7076923076923077,230,26
614,"A three-perspective model of culture, information systems, and their development and use",,2008,MIS QUARTERLY,14,0.5631578947368421,107,20
615,Emotional dissonance and the information technology professional,,2008,MIS QUARTERLY,10,0.5147058823529411,70,17
616,Dressing your online auction business for success: An experiment comparing two eBay businesses,,2008,MIS QUARTERLY,2,0.8676923076923077,282,26
617,Predictors of formal control usage in IT outsourcing partnerships,,2008,INFORMATION SYSTEMS RESEARCH,11,0.47058823529411764,72,18
618,Capacity provision networks: Foundations of markets for sharable resources in distributed computational economies,,2008,INFORMATION SYSTEMS RESEARCH,20,0.3333333333333333,155,31
619,Addressing the what and how of online services: Positioning supporting-services functionality and service quality for business-to-consumer success,,2008,INFORMATION SYSTEMS RESEARCH,20,0.3377630121816168,305,43
620,Marketspace or marketplace? Online information search and channel outcomes in auto retailing,,2008,INFORMATION SYSTEMS RESEARCH,2,0.38095238095238093,80,21
621,On vendor preferences for contract types in offshore software projects: The case of fixed price vs. time and materials contracts,,2008,INFORMATION SYSTEMS RESEARCH,22,0.5527065527065527,194,27
622,Awareness displays and social motivation for coordinating communication,,2008,INFORMATION SYSTEMS RESEARCH,4,0.25735294117647056,35,17
623,Risk Management of Contract Portfolios in IT Services: The Profit-at-Risk Approach,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,22,0.5766666666666667,173,25
624,Stylometric Identification in Electronic Markets: Scalability and Robustness,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,8,0.7424242424242424,49,12
625,Mining Trading Partners' Preferences for Efficient Multi-Issue Bargaining in E-Business,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,9,1.0,28,8
626,"Multiple Group Coordination in Complex and Dynamic Task Environments: Interruptions, Coping Mechanisms, and Technology Recommendations",,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,4,0.43333333333333335,52,16
627,Factors in the Global Assimilation of Collaborative Information Technologies: An Exploratory Investigation in Five Regions,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,7,0.6666666666666666,24,9
628,Manufacturers' Distribution Strategy in the Presence of the Electronic Channel,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,8,0.6105263157894737,116,20
629,An Economic Analysis of Policies for the Protection and Reuse of Noncopyrightable Database Contents,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,6,0.8210526315789474,156,20
630,Effect of Network Relations on the Adoption of Electronic Trading Systems,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,8,0.5187165775401069,291,34
631,How Endogenous Motivations Influence User Intentions: Beyond the Dichotomy of Extrinsic and Intrinsic User Motivations,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,17,0.2709447415329768,152,34
632,The Role of User Participation in Information Systems Development: Implications from a Meta-Analysis,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,17,0.3333333333333333,12,9
633,"Cocreating understanding and value in distributed work: How members of onsite and offshore vendor teams give, make, demand, and break sense",,2008,MIS QUARTERLY,11,0.37777777777777777,17,10
634,Two-stage offshoring: An investigation of the Irish bridge,,2008,MIS QUARTERLY,11,0.5619047619047619,59,15
635,Managing the knowledge supply chain: An organizational learning model of information technology offshore outsourcing,,2008,MIS QUARTERLY,11,0.7424242424242424,49,12
636,Innovating or doing as told? Status differences and overlapping boundaries in offshore collaboration,,2008,MIS QUARTERLY,4,0.375,45,16
637,Explaining variations in client extra costs between software projects offshored to India,,2008,MIS QUARTERLY,11,0.4327485380116959,74,19
638,Is the world really flat? A look at offshoring at an online programming marketplace,,2008,MIS QUARTERLY,11,0.44871794871794873,35,13
639,Outsourcing to an unknown workforce: Exploring opensourcing as a global sourcing strategy,,2008,MIS QUARTERLY,25,0.6783625730994152,116,19
640,Transformational technologies and the creation of new work practices: Making implicit knowledge explicit in task-based offshoring,,2008,MIS QUARTERLY,11,0.5454545454545454,30,11
641,"Work dispersion, process-based learning, and offshore software development performance",,2008,MIS QUARTERLY,11,0.5824175824175825,53,14
642,CONQUER: A methodology for context-aware query processing on the World Wide Web,,2008,INFORMATION SYSTEMS RESEARCH,6,0.4,22,11
643,Using self-regulatory learning to enhance e-learning-based information technology training,,2008,INFORMATION SYSTEMS RESEARCH,19,0.5652173913043478,156,24
644,Let the pirates patch? An economic analysis of software security patch restrictions,,2008,INFORMATION SYSTEMS RESEARCH,13,0.383399209486166,97,23
645,A comparison of pair versus solo programming under different objectives: An analytical approach,,2008,INFORMATION SYSTEMS RESEARCH,4,0.17857142857142858,5,8
646,How does personality matter? Relating the five-factor model to technology acceptance and use,,2008,INFORMATION SYSTEMS RESEARCH,17,0.35333333333333333,106,25
647,A value-at-risk approach to information security investment,,2008,INFORMATION SYSTEMS RESEARCH,12,0.6134751773049646,692,48
648,Self-perception-based versus transference-based trust determinants in computer-mediated transactions: A cross-cultural comparison study,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.46825396825396826,177,28
649,"Modeling web site design across cultures: Relationships to trust, satisfaction, and e-loyalty",,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.5367647058823529,73,17
650,Examining trust in information technology artifacts: The effects of system quality and culture,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.7174603174603175,452,36
651,Establishing trust in electronic commerce through online word of mouth: An examination across genders,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.6229885057471264,271,30
652,In justice we trust: Predicting user acceptance of e-customer services,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.6907563025210084,411,35
653,"Gaining trust through online privacy protection: Self-regulation, mandatory standards, or Caveat Emptor",,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.7344028520499108,412,34
654,Online reverse auctions and the dynamics of trust,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,8,0.6410256410256411,50,13
655,Explaining and predicting the impact of branding alliances and web site quality on initial consumer trust of e-commerce web sites,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.496551724137931,216,30
656,Dynamics of trust revision: Using health infomediaries,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.6202090592334495,534,42
657,Attributions of trust in decision support technologies: A study of recommendation agents for e-commerce,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.6705128205128205,523,40
658,A research agenda for trust in online environments,,2008,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.6705128205128205,523,40
659,Toward improving the relevance of information systems research to practice: The role of applicability checks,,2008,MIS QUARTERLY,24,0.24777183600713013,139,34
660,Contribution behaviors in distributed environments,,2008,MIS QUARTERLY,17,0.26666666666666666,12,10
661,Extending the understanding of end user information systems satisfaction formation: An equitable needs fulfillment model approach,,2008,MIS QUARTERLY,17,0.308300395256917,78,23
662,"Information technology governance in information technology investment decision processes: The impact of investment characteristics, external environment, and internal context",,2008,MIS QUARTERLY,22,0.5612648221343873,142,23
663,Understanding digital inequality: Comparing continued use behavioral models of the socio-economically advantaged and disadvantaged,,2008,MIS QUARTERLY,26,0.4,4,5
664,Giddens's structuration theory and information systems research,,2008,MIS QUARTERLY,24,0.30666666666666664,92,25
665,Using an attribute-based decision support system for user-customized products online: An experimental investigation,,2008,MIS QUARTERLY,18,0.7878787878787878,52,12
666,The relative advantage of electronic channels: A multidimensional view,,2008,MIS QUARTERLY,8,0.7426470588235294,101,17
667,Risk and return of information technology initiatives: Evidence from electronic commerce announcements,,2007,INFORMATION SYSTEMS RESEARCH,12,0.4358974358974359,153,27
668,Adoption of information technology under network effects,,2007,INFORMATION SYSTEMS RESEARCH,3,0.32051282051282054,25,13
669,A model of search intermediaries and paid referrals,,2007,INFORMATION SYSTEMS RESEARCH,2,0.5808823529411765,79,17
670,"The performance effects of complementarities between information systems, marketing, manufacturing, and supply chain processes",,2007,INFORMATION SYSTEMS RESEARCH,23,0.3382352941176471,46,17
671,Investigating the influence of the functional mechanisms of online product presentations,,2007,INFORMATION SYSTEMS RESEARCH,1,0.29064039408866993,118,29
672,A temporal model of information technology project performance,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,12,0.4071969696969697,215,33
673,A design science research methodology for Information Systems Research,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,24,0.4166666666666667,125,25
674,Price mechanism for knowledge transfer: An integrative theory,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,16,0.5737514518002322,494,42
675,Optimal pricing of digital experience goods under piracy,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,13,0.38571428571428573,243,36
676,Selling or advertising: Strategies for providing digital media online,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2,0.49473684210526314,94,20
677,The optimal number of versions: Why does goldilocks pricing work for information goods?,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,3,0.4888888888888889,22,10
678,An economic model of privacy: A property rights approach to regulatory choices for online personalization,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,5,0.7,210,25
679,A process-oriented perspective on the alignment of information technology and business strategy,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,7,0.7426470588235294,101,17
680,Managing word mismatch problems in information retrieval: A topic-based query expansion approach,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,6,0.4166666666666667,125,25
681,Determinants of the use of relational and nonrelational information sources,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,25,0.4166666666666667,15,9
682,Specifying formative constructs in information systems research,,2007,MIS QUARTERLY,21,0.3817733990147783,155,29
683,Toward a deeper understanding of system usage in organizations: A multilevel perspective,,2007,MIS QUARTERLY,17,0.375,45,16
684,Through the eyes of experts: A socio-cognitive perspective on the automation of fingerprint work,,2007,MIS QUARTERLY,24,0.15384615384615385,14,14
685,How habit limits the predictive power of intention: The case of information systems continuance,,2007,MIS QUARTERLY,17,0.38095238095238093,88,22
686,The interaction of institutionally triggered and technology-triggered social structure change: An investigation of computerized physician order entry,,2007,MIS QUARTERLY,24,0.4,42,15
687,The role of online trading communities in managing internet auction fraud,,2007,MIS QUARTERLY,2,0.9891304347826086,273,24
688,The impact of knowledge coordination on virtual team performance over time,,2007,MIS QUARTERLY,4,0.610917537746806,526,42
689,Dispositional factors in internet use: Personality versus cognitive style,,2007,MIS QUARTERLY,19,0.38181818181818183,21,11
690,"Is the world flat or spiky? Information intensity, skills, and global service disaggregation",,2007,INFORMATION SYSTEMS RESEARCH,10,0.3333333333333333,2,4
691,Leveraging standard electronic business interfaces to enable adaptive supply chain partnerships,,2007,INFORMATION SYSTEMS RESEARCH,23,0.6483516483516484,59,14
692,The choice of sourcing mechanisms for business processes,,2007,INFORMATION SYSTEMS RESEARCH,11,0.6388888888888888,23,9
693,The impact of Internet referral services on a supply chain,,2007,INFORMATION SYSTEMS RESEARCH,23,0.42424242424242425,28,12
694,IS application capabilities and relational value in interfirm partnerships,,2007,INFORMATION SYSTEMS RESEARCH,8,0.42857142857142855,45,15
695,Assimilation of interorganizational business process standards,,2007,INFORMATION SYSTEMS RESEARCH,7,0.24166666666666667,29,16
696,Overcoming Online information privacy concerns: An information-processing theory approach,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,5,0.86,258,25
697,An empirical investigation of third-party seller rating systems in e-commerce: The case of buySAFE,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,8,0.5295566502463054,215,29
698,Proximity and information technology outsourcing: How local are IT services markets?,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,22,0.8362573099415205,143,19
699,Option-based risk management: A field study of sequential information technology investment decisions,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,12,0.26218487394957984,156,35
700,Comparison of software quality under perpetual licensing and software as a service,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,25,0.475,57,16
701,A temporary monopolist: Taking advantage of information transparency on the web,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,8,0.5669515669515669,199,27
702,Digital consumer networks and producer-consumer collaboration: Innovation and product development in the video game industry,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,1,0.8095238095238095,17,7
703,The role of information systems resources in ERP capability building and business process outcomes,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,10,0.9393939393939394,62,12
704,Team cognition: Development and evolution in software project teams,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,4,0.6846153846153846,534,40
705,Software process tailoring: An empirical investigation,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,11,0.5682539682539682,358,36
706,"The spatial, temporal, and configurational characteristics of geographic dispersion in teams",,2007,MIS QUARTERLY,4,0.786096256684492,441,34
707,Understanding mindshift learning: The transition to object-oriented development,,2007,MIS QUARTERLY,25,0.3557312252964427,90,23
708,The effects of presentation formats and task complexity on online consumers' product understanding,,2007,MIS QUARTERLY,1,0.3794466403162055,96,23
709,A task-based model of perceived website complexity,,2007,MIS QUARTERLY,1,0.5497835497835498,127,22
710,Enhancing information retrieval through statistical natural language processing: A study of collocation indexing,,2007,MIS QUARTERLY,6,0.6952380952380952,73,15
711,"Turnover of information technology professionals: A narrative review, meta-analytic structural equation modeling, and model development",,2007,MIS QUARTERLY,10,0.7473684210526316,142,20
712,"The dynamic structure of management support systems: Theory development, research focus, and direction",,2007,MIS QUARTERLY,18,0.35,42,16
713,Information technologies in business: A blueprint for education and research,,2007,INFORMATION SYSTEMS RESEARCH,26,0.11067193675889328,28,23
714,"Those to whom IT matters most: Perspectives of IT faculty on curricula, courses, and class materials",,2007,INFORMATION SYSTEMS RESEARCH,24,0.3333333333333333,1,3
715,Product development and pricing strategy for information goods under heterogeneous outside opportunities,,2007,INFORMATION SYSTEMS RESEARCH,8,0.6857142857142857,144,21
716,Information system use-related activity: an expanded Behavioral conceptualization of individual-level information system use,,2007,INFORMATION SYSTEMS RESEARCH,21,0.21904761904761905,23,15
717,"Comparing IT workers' compensation across country contexts: Demographic, human capital, and institutional factors",,2007,INFORMATION SYSTEMS RESEARCH,10,0.3904761904761905,41,15
718,Statistical power in analyzing interaction effects: Questioning the advantage of PLS with product indicators,,2007,INFORMATION SYSTEMS RESEARCH,21,0.6904761904761905,145,21
719,Fact or fiction? A sensemaking perspective on the reality behind executives' perceptions of IT business value,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,7,0.3238095238095238,34,15
720,Organizational Buyers' adoption and use of B2B electronic marketplaces: Efficiency- and legitimacy-oriented perspectives,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,0,0.6029411764705882,82,17
721,The impact of ERP implementation on business process outcomes: A factor-based study,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,10,0.7582417582417582,69,14
722,Team knowledge and coordination in geographically distributed software development,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,4,0.6136363636363636,324,33
723,Postimplementation knowledge transfers to users and information technology professionals,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,16,0.7420718816067653,702,44
724,Broken ties: The impact of organizational restructuring on the stability of information-processing networks,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,4,0.44761904761904764,47,15
725,A strategic analysis of competition between open source and proprietary software,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,25,0.4743083003952569,120,23
726,"A comparison of transaction cost, agency, and knowledge-based predictors of IT outsourcing decisions: A US-Japan cross-cultural field study",,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,22,0.6007905138339921,152,23
727,The impact of technostress on role stress and productivity,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,0,0.9,9,5
728,Intrusion prevention in information systems: Reactive and proactive responses,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,18,0.23809523809523808,25,15
729,"The contingent effects of training, technical complexity, and task interdependence on successful information systems implementation",,2007,MIS QUARTERLY,7,0.30718954248366015,47,18
730,On the assessment of the strategic value of information technologies: Conceptual and analytical approaches,,2007,MIS QUARTERLY,7,0.46320346320346323,107,22
731,Communication media repertoires: Dealing with the multiplicity of media choices,,2007,MIS QUARTERLY,15,0.6354679802955665,258,29
732,"Power, rationality, and the art of living through socio-technical change",,2007,MIS QUARTERLY,24,0.25,30,16
733,Fighting against windmills: Strategic information systems and organizational deep structures,,2007,MIS QUARTERLY,24,0.2621082621082621,92,27
734,Integrating scientific with indigenous knowledge: Constructing knowledge alliances for land management in India,,2007,MIS QUARTERLY,16,0.4731457800511509,1110,69
735,Developing health information systems in developing countries: The flexible standards strategy,,2007,MIS QUARTERLY,3,0.4444444444444444,68,18
736,Telemedicine in the Upper Amazon: Interplay with local health care practices,,2007,MIS QUARTERLY,0,0.59,177,25
737,Decision-centric active learning of binary-outcome models,,2007,INFORMATION SYSTEMS RESEARCH,3,0.19166666666666668,23,16
738,Releasing individually identifiable microdata with privacy protection against Stochastic threat: An application to health information,,2007,INFORMATION SYSTEMS RESEARCH,12,0.4199134199134199,97,22
739,"Through a glass darkly: Information technology design, identity verification, and knowledge contribution in Online communities",,2007,INFORMATION SYSTEMS RESEARCH,15,0.49032258064516127,228,31
740,Competition among virtual communities and user valuation: The case of investing-related communities,,2007,INFORMATION SYSTEMS RESEARCH,4,0.5287356321839081,230,30
741,Impact of international information technology transfer on national productivity,,2007,INFORMATION SYSTEMS RESEARCH,1,0.4725274725274725,43,14
742,Antecedents and consequences of Internet use in procurement: An empirical investigation of US manufacturing firms,,2007,INFORMATION SYSTEMS RESEARCH,26,0.7333333333333333,11,6
743,Host country resource availability and information system control mechanisms in multinational corporations: An empirical test of resource dependence theory,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,11,0.6666666666666666,10,6
744,Interoperability of e-government information systems: Issues of identification and data sharing,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,22,0.5606060606060606,37,12
745,"The impact of individualism - Collectivism, social presence, and group diversity on group decision making under majority influence",,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,15,0.5682539682539682,358,36
746,Genre combinations: A window into dynamic communication practices,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,15,0.5,3,4
747,The impact of capabilities and prior investments on online channel commitment and performance,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,8,0.7352941176470589,100,17
748,On the measurement of ideation quality,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,15,0.358974358974359,28,13
749,Attention issues in spatial information systems: Directing mobile users' visual attention using augmented reality,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2,0.21428571428571427,6,8
750,"The impact of product, market, and relationship characteristics on interorganizational system integration in manufacturer-supplier dyads",,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,3,0.4338235294117647,59,17
751,Recommendation agents for electronic commerce: Effects of explanation facilities on trusting beliefs,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.4666666666666667,140,25
752,An integrated model of consortium-based e-business standardization: Collaborative development and adoption with network externalities,,2007,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,3,0.5428571428571428,114,21
753,"IT road warriors: Balancing work-family conflict, job autonomy, and work overload to mitigate turnover intentions",,2007,MIS QUARTERLY,10,0.8095238095238095,187,22
754,The value of privacy assurance: An exploratory field experiment,,2007,MIS QUARTERLY,5,0.7948717948717948,279,27
755,The relationship between organizational culture and the deployment of systems development methodologies,,2007,MIS QUARTERLY,14,0.48947368421052634,93,20
756,Assimilation of enterprise systems: The effect of institutional pressures and the mediating role of top management,,2007,MIS QUARTERLY,10,0.7142857142857143,65,14
757,Cognitive stopping rules for terminating information search in online tasks,,2007,MIS QUARTERLY,2,0.39826839826839827,92,22
758,Understanding and mitigating uncertainty in online exchange relationships: A principal-agent perspective,,2007,MIS QUARTERLY,1,0.5454545454545454,30,11
759,"E-commerce product recommendation agents: Use, characteristics, and impact",,2007,MIS QUARTERLY,17,0.2777777777777778,10,9
760,"Perceived information quality in data exchanges: Effects on risk, trust, and intention to use",,2006,INFORMATION SYSTEMS RESEARCH,14,0.0,0,3
761,Understanding the impact of collaboration software on product design and development,,2006,INFORMATION SYSTEMS RESEARCH,4,0.3939393939393939,26,12
762,Formulating the data-flow perspective for business process management,,2006,INFORMATION SYSTEMS RESEARCH,24,0.4095238095238095,43,15
763,"The nature and role of feedback text comments in online marketplaces: implications for trust building, price premiums, and seller differentiation",,2006,INFORMATION SYSTEMS RESEARCH,8,0.5344827586206896,217,29
764,Individual cognition and dual-task interference in group support systems,,2006,INFORMATION SYSTEMS RESEARCH,15,0.6493506493506493,150,22
765,The influence of recommendations and consumer reviews on evaluations of websites,,2006,INFORMATION SYSTEMS RESEARCH,1,0.38769230769230767,126,26
766,Enabling customer-centricity using wikis and the wiki way,,2006,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.5612648221343873,142,23
767,Personalized content recommendation and user satisfaction: Theoretical synthesis and empirical findings,,2006,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,17,0.30952380952380953,65,21
768,Online consumer search depth: Theories and new findings,,2006,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2,0.3169230769230769,103,26
769,Designing web sites for customer loyalty across business domains: A multilevel analysis,,2006,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,14,0.6229885057471264,271,30
770,"Strategic alignment between business and information technology: A knowledge-based view of behaviors, outcome, and consequences",,2006,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,7,0.5380116959064327,92,19
771,Using enterprise architecture standards in managing information technology,,2006,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,3,0.631578947368421,108,19
772,Efficacy in technology-mediated distributed teams,,2006,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,4,0.49468599033816424,512,46
773,Conflict and performance in global virtual teams,,2006,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,17,0.4090909090909091,27,12
774,Optimal strategies for a monopoly intermediary in the supply chain of complementary web services,,2006,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,20,0.4583333333333333,55,16
775,A knowledge management success model: Theoretical development and empirical validation,,2006,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,16,0.6532258064516129,324,32
776,Reconceptualizing compatibility beliefs in technology acceptance research,,2006,MIS QUARTERLY,17,0.49002849002849,172,27
777,Influence processes for information technology acceptance: An elaboration likelihood model,,2006,MIS QUARTERLY,17,0.546236559139785,254,31
778,Real options in information technology risk management: An empirical validation of risk-option relationships,,2006,MIS QUARTERLY,12,0.4927536231884058,136,24
779,Understanding the impact of web personalization on user information processing and decision outcomes,,2006,MIS QUARTERLY,5,0.43333333333333335,52,16
780,Aligning software processes with strategy,,2006,MIS QUARTERLY,7,0.6025641025641025,47,13
781,Knowledge integration and information technology project performance,,2006,MIS QUARTERLY,11,0.5141414141414141,509,45
782,The effects of personalization and familiarity on trust and adoption of recommendation agents,,2006,MIS QUARTERLY,14,0.9287749287749287,326,27
783,"So, talk to me: The effect of explicit goals on the comprehension of business process narratives",,2006,MIS QUARTERLY,18,0.23015873015873015,145,36
784,From IT leveraging competence to competitive advantage in turbulent environments: The case of new product development,,2006,INFORMATION SYSTEMS RESEARCH,23,0.36764705882352944,50,17
785,Reconceptualizing system usage: An approach and empirical test,,2006,INFORMATION SYSTEMS RESEARCH,17,0.45588235294117646,62,17
786,On the optimality of fixed-up-to tariff for telecommunications service,,2006,INFORMATION SYSTEMS RESEARCH,20,0.4727272727272727,26,11
787,Privacy protection in data mining: A perturbation approach for categorical data,,2006,INFORMATION SYSTEMS RESEARCH,5,0.7681159420289855,212,24
