,id,TI
589,589,CYBERGATE: A DESIGN FRAMEWORK AND SYSTEM FOR TEXT ANALYSIS OF COMPUTER-MEDIATED COMMUNICATION
590,590,USING COGNITIVE PRINCIPLES To GUIDE CLASSIFICATION IN INFORMATION SYSTEMS MODELING
591,591,Casting the net: A multimodal network perspective on user-system interactions
592,592,The effects of the social structure of digital networks on viral marketing performance
593,593,Examining the relationship between reviews and sales: The role of reviewer identity disclosure in electronic markets
594,594,Social capital and knowledge integration in digitally enabled teams
595,595,Towards dynamic visualization for understanding evolution of digital communication networks
596,596,The impact of information diffusion on bidding behavior in secret reserve price auctions
597,597,Emergence of new project teams from open source software developer networks: Impact of prior collaboration ties
598,598,How information changes consumer behavior and how consumer behavior determines corporate strategy
599,599,How does information technology shape supply-chain structure? Evidence on the number of suppliers
600,600,How has electronic travel distribution been transformed? A test of the theory of newly vulnerable markets
601,601,Information risk of inadvertent disclosure: An analysis of file-sharing risk in the financial supply chain
602,602,The deterrent and displacement effects of information security enforcement: International evidence
603,603,Does competition promote trust and trustworthiness in online trading? An experimental study
604,604,Design and ownership of two-sided networks: Implications for Internet platforms
605,605,Uncertainty and industry structure effects on managerial intuition about information technology real options
606,606,Understanding the value of countermeasure portfolios in information systems security
607,607,Decision-theoretic and game-theoretic approaches to IT security investment
608,608,Uncovering the intellectual core of the information systems discipline
609,609,"Predicting different conceptualizations of system use: The competing roles of behavioral intention, facilitating conditions, and behavioral expectation"
610,610,Internet users' information privacy-protective responses: A taxonomy and a nomological model
611,611,Business familiarity as risk mitigation in software development outsourcing contracts
612,612,Representing part-whole relations in conceptual modeling: An empirical evaluation
613,613,"Media, tasks, and communication processes: A theory of media synchronicity"
614,614,"A three-perspective model of culture, information systems, and their development and use"
615,615,Emotional dissonance and the information technology professional
616,616,Dressing your online auction business for success: An experiment comparing two eBay businesses
617,617,Predictors of formal control usage in IT outsourcing partnerships
618,618,Capacity provision networks: Foundations of markets for sharable resources in distributed computational economies
619,619,Addressing the what and how of online services: Positioning supporting-services functionality and service quality for business-to-consumer success
620,620,Marketspace or marketplace? Online information search and channel outcomes in auto retailing
621,621,On vendor preferences for contract types in offshore software projects: The case of fixed price vs. time and materials contracts
622,622,Awareness displays and social motivation for coordinating communication
623,623,Risk Management of Contract Portfolios in IT Services: The Profit-at-Risk Approach
624,624,Stylometric Identification in Electronic Markets: Scalability and Robustness
625,625,Mining Trading Partners' Preferences for Efficient Multi-Issue Bargaining in E-Business
626,626,"Multiple Group Coordination in Complex and Dynamic Task Environments: Interruptions, Coping Mechanisms, and Technology Recommendations"
627,627,Factors in the Global Assimilation of Collaborative Information Technologies: An Exploratory Investigation in Five Regions
628,628,Manufacturers' Distribution Strategy in the Presence of the Electronic Channel
629,629,An Economic Analysis of Policies for the Protection and Reuse of Noncopyrightable Database Contents
630,630,Effect of Network Relations on the Adoption of Electronic Trading Systems
631,631,How Endogenous Motivations Influence User Intentions: Beyond the Dichotomy of Extrinsic and Intrinsic User Motivations
632,632,The Role of User Participation in Information Systems Development: Implications from a Meta-Analysis
633,633,"Cocreating understanding and value in distributed work: How members of onsite and offshore vendor teams give, make, demand, and break sense"
634,634,Two-stage offshoring: An investigation of the Irish bridge
635,635,Managing the knowledge supply chain: An organizational learning model of information technology offshore outsourcing
636,636,Innovating or doing as told? Status differences and overlapping boundaries in offshore collaboration
637,637,Explaining variations in client extra costs between software projects offshored to India
638,638,Is the world really flat? A look at offshoring at an online programming marketplace
639,639,Outsourcing to an unknown workforce: Exploring opensourcing as a global sourcing strategy
640,640,Transformational technologies and the creation of new work practices: Making implicit knowledge explicit in task-based offshoring
641,641,"Work dispersion, process-based learning, and offshore software development performance"
642,642,CONQUER: A methodology for context-aware query processing on the World Wide Web
643,643,Using self-regulatory learning to enhance e-learning-based information technology training
644,644,Let the pirates patch? An economic analysis of software security patch restrictions
645,645,A comparison of pair versus solo programming under different objectives: An analytical approach
646,646,How does personality matter? Relating the five-factor model to technology acceptance and use
647,647,A value-at-risk approach to information security investment
648,648,Self-perception-based versus transference-based trust determinants in computer-mediated transactions: A cross-cultural comparison study
649,649,"Modeling web site design across cultures: Relationships to trust, satisfaction, and e-loyalty"
650,650,Examining trust in information technology artifacts: The effects of system quality and culture
651,651,Establishing trust in electronic commerce through online word of mouth: An examination across genders
652,652,In justice we trust: Predicting user acceptance of e-customer services
653,653,"Gaining trust through online privacy protection: Self-regulation, mandatory standards, or Caveat Emptor"
654,654,Online reverse auctions and the dynamics of trust
655,655,Explaining and predicting the impact of branding alliances and web site quality on initial consumer trust of e-commerce web sites
656,656,Dynamics of trust revision: Using health infomediaries
657,657,Attributions of trust in decision support technologies: A study of recommendation agents for e-commerce
658,658,A research agenda for trust in online environments
659,659,Toward improving the relevance of information systems research to practice: The role of applicability checks
660,660,Contribution behaviors in distributed environments
661,661,Extending the understanding of end user information systems satisfaction formation: An equitable needs fulfillment model approach
662,662,"Information technology governance in information technology investment decision processes: The impact of investment characteristics, external environment, and internal context"
663,663,Understanding digital inequality: Comparing continued use behavioral models of the socio-economically advantaged and disadvantaged
664,664,Giddens's structuration theory and information systems research
665,665,Using an attribute-based decision support system for user-customized products online: An experimental investigation
666,666,The relative advantage of electronic channels: A multidimensional view
667,667,Risk and return of information technology initiatives: Evidence from electronic commerce announcements
668,668,Adoption of information technology under network effects
669,669,A model of search intermediaries and paid referrals
670,670,"The performance effects of complementarities between information systems, marketing, manufacturing, and supply chain processes"
671,671,Investigating the influence of the functional mechanisms of online product presentations
672,672,A temporal model of information technology project performance
673,673,A design science research methodology for Information Systems Research
674,674,Price mechanism for knowledge transfer: An integrative theory
675,675,Optimal pricing of digital experience goods under piracy
676,676,Selling or advertising: Strategies for providing digital media online
677,677,The optimal number of versions: Why does goldilocks pricing work for information goods?
678,678,An economic model of privacy: A property rights approach to regulatory choices for online personalization
679,679,A process-oriented perspective on the alignment of information technology and business strategy
680,680,Managing word mismatch problems in information retrieval: A topic-based query expansion approach
681,681,Determinants of the use of relational and nonrelational information sources
682,682,Specifying formative constructs in information systems research
683,683,Toward a deeper understanding of system usage in organizations: A multilevel perspective
684,684,Through the eyes of experts: A socio-cognitive perspective on the automation of fingerprint work
685,685,How habit limits the predictive power of intention: The case of information systems continuance
686,686,The interaction of institutionally triggered and technology-triggered social structure change: An investigation of computerized physician order entry
687,687,The role of online trading communities in managing internet auction fraud
688,688,The impact of knowledge coordination on virtual team performance over time
689,689,Dispositional factors in internet use: Personality versus cognitive style
690,690,"Is the world flat or spiky? Information intensity, skills, and global service disaggregation"
691,691,Leveraging standard electronic business interfaces to enable adaptive supply chain partnerships
692,692,The choice of sourcing mechanisms for business processes
693,693,The impact of Internet referral services on a supply chain
694,694,IS application capabilities and relational value in interfirm partnerships
695,695,Assimilation of interorganizational business process standards
696,696,Overcoming Online information privacy concerns: An information-processing theory approach
697,697,An empirical investigation of third-party seller rating systems in e-commerce: The case of buySAFE
698,698,Proximity and information technology outsourcing: How local are IT services markets?
699,699,Option-based risk management: A field study of sequential information technology investment decisions
700,700,Comparison of software quality under perpetual licensing and software as a service
701,701,A temporary monopolist: Taking advantage of information transparency on the web
702,702,Digital consumer networks and producer-consumer collaboration: Innovation and product development in the video game industry
703,703,The role of information systems resources in ERP capability building and business process outcomes
704,704,Team cognition: Development and evolution in software project teams
705,705,Software process tailoring: An empirical investigation
706,706,"The spatial, temporal, and configurational characteristics of geographic dispersion in teams"
707,707,Understanding mindshift learning: The transition to object-oriented development
708,708,The effects of presentation formats and task complexity on online consumers' product understanding
709,709,A task-based model of perceived website complexity
710,710,Enhancing information retrieval through statistical natural language processing: A study of collocation indexing
711,711,"Turnover of information technology professionals: A narrative review, meta-analytic structural equation modeling, and model development"
712,712,"The dynamic structure of management support systems: Theory development, research focus, and direction"
713,713,Information technologies in business: A blueprint for education and research
714,714,"Those to whom IT matters most: Perspectives of IT faculty on curricula, courses, and class materials"
715,715,Product development and pricing strategy for information goods under heterogeneous outside opportunities
716,716,Information system use-related activity: an expanded Behavioral conceptualization of individual-level information system use
717,717,"Comparing IT workers' compensation across country contexts: Demographic, human capital, and institutional factors"
718,718,Statistical power in analyzing interaction effects: Questioning the advantage of PLS with product indicators
719,719,Fact or fiction? A sensemaking perspective on the reality behind executives' perceptions of IT business value
720,720,Organizational Buyers' adoption and use of B2B electronic marketplaces: Efficiency- and legitimacy-oriented perspectives
721,721,The impact of ERP implementation on business process outcomes: A factor-based study
722,722,Team knowledge and coordination in geographically distributed software development
723,723,Postimplementation knowledge transfers to users and information technology professionals
724,724,Broken ties: The impact of organizational restructuring on the stability of information-processing networks
725,725,A strategic analysis of competition between open source and proprietary software
726,726,"A comparison of transaction cost, agency, and knowledge-based predictors of IT outsourcing decisions: A US-Japan cross-cultural field study"
727,727,The impact of technostress on role stress and productivity
728,728,Intrusion prevention in information systems: Reactive and proactive responses
729,729,"The contingent effects of training, technical complexity, and task interdependence on successful information systems implementation"
730,730,On the assessment of the strategic value of information technologies: Conceptual and analytical approaches
731,731,Communication media repertoires: Dealing with the multiplicity of media choices
732,732,"Power, rationality, and the art of living through socio-technical change"
733,733,Fighting against windmills: Strategic information systems and organizational deep structures
734,734,Integrating scientific with indigenous knowledge: Constructing knowledge alliances for land management in India
735,735,Developing health information systems in developing countries: The flexible standards strategy
736,736,Telemedicine in the Upper Amazon: Interplay with local health care practices
737,737,Decision-centric active learning of binary-outcome models
738,738,Releasing individually identifiable microdata with privacy protection against Stochastic threat: An application to health information
739,739,"Through a glass darkly: Information technology design, identity verification, and knowledge contribution in Online communities"
740,740,Competition among virtual communities and user valuation: The case of investing-related communities
741,741,Impact of international information technology transfer on national productivity
742,742,Antecedents and consequences of Internet use in procurement: An empirical investigation of US manufacturing firms
743,743,Host country resource availability and information system control mechanisms in multinational corporations: An empirical test of resource dependence theory
744,744,Interoperability of e-government information systems: Issues of identification and data sharing
745,745,"The impact of individualism - Collectivism, social presence, and group diversity on group decision making under majority influence"
746,746,Genre combinations: A window into dynamic communication practices
747,747,The impact of capabilities and prior investments on online channel commitment and performance
748,748,On the measurement of ideation quality
749,749,Attention issues in spatial information systems: Directing mobile users' visual attention using augmented reality
750,750,"The impact of product, market, and relationship characteristics on interorganizational system integration in manufacturer-supplier dyads"
751,751,Recommendation agents for electronic commerce: Effects of explanation facilities on trusting beliefs
752,752,An integrated model of consortium-based e-business standardization: Collaborative development and adoption with network externalities
753,753,"IT road warriors: Balancing work-family conflict, job autonomy, and work overload to mitigate turnover intentions"
754,754,The value of privacy assurance: An exploratory field experiment
755,755,The relationship between organizational culture and the deployment of systems development methodologies
756,756,Assimilation of enterprise systems: The effect of institutional pressures and the mediating role of top management
757,757,Cognitive stopping rules for terminating information search in online tasks
758,758,Understanding and mitigating uncertainty in online exchange relationships: A principal-agent perspective
759,759,"E-commerce product recommendation agents: Use, characteristics, and impact"
760,760,Examining the Continuance of Secure Behavior: A Longitudinal Field Study of Mobile Device Authentication
761,761,Sustainability of Healthcare Information Exchanges: A Game-Theoretic Approach
762,762,Does Product Market Competition Drive CVC Investment? Evidence from the US IT Industry
763,763,Product Line Extension in Consumer Software Markets in the Presence of Free Alternatives
764,764,Framing Innovation Opportunities While Staying Committed to an Organizational Epistemic Stance
765,765,Facilitating the Transformational: An Exploration of Control in Cyberinfrastructure Projects and the Discovery of Field Control
766,766,Characteristics and Economic Consequences of Jump Bids in Combinatorial Auctions
767,767,On the Ontological Quality and Logical Quality of Conceptual-Modeling Grammars: The Need for a Dual Perspective
768,768,Leader Influence on Sustained Participation in Online Collaborative Work Communities: A Simulation-Based Approach
769,769,Content and Collaboration: An Affiliation Network Approach to Information Quality in Online Peer Production Communities
770,770,An Internet-Enabled Move to the Market in Logistics
771,771,Gamification of Technology-Mediated Training: Not All Competitions Are the Same
772,772,THE DUALITY OF EMPOWERMENT AND MARGINALIZATION IN MICROTASK CROWDSOURCING: GIVING VOICE TO THE LESS POWERFUL THROUGH VALUE SENSITIVE DESIGN
773,773,ARE SOCIAL MEDIA EMANCIPATORY OR HEGEMONIC? SOCIETAL EFFECTS OF MASS MEDIA DIGITIZATION IN THE CASE OF THE SOPA DISCOURSE
774,774,DIGITAL ACTION REPERTOIRES AND TRANSFORMING A SOCIAL MOVEMENT ORGANIZATION
775,775,COMBATING INFANT MORTALITY IN RURAL INDIA: EVIDENCE FROM A FIELD STUDY OF EHEALTH KIOSK IMPLEMENTATIONS
776,776,THE INTERNET AND RACIAL HATE CRIME: OFFLINE SPILLOVERS FROM ONLINE ACCESS
777,777,INFORMATION AND COMMUNICATION TECHNOLOGY AND THE SOCIAL INCLUSION OF REFUGEES
778,778,DOES INFORMATION AND COMMUNICATION TECHNOLOGY LEAD TO THE WELL-BEING OF NATIONS? A COUNTRY-LEVEL EMPIRICAL INVESTIGATION
779,779,THE EVOLUTION OF AN ICT PLATFORM-ENABLED ECOSYSTEM FOR POVERTY ALLEVIATION: THE CASE OF EKUTIR
780,780,A MULTIAGENT COMPETITIVE GAMING PLATFORM TO ADDRESS SOCIETAL CHALLENGES
781,781,MULTIPLEX APPROPRIATION IN COMPLEX SYSTEMS IMPLEMENTATION: THE CASE OF BRAZIL'S CORRESPONDENT BANKING SYSTEM
782,782,THE EMERGENCE OF SELF-ORGANIZING E-COMMERCE ECOSYSTEMS IN REMOTE VILLAGES OF CHINA: A TALE OF DIGITAL EMPOWERMENT FOR RURAL DEVELOPMENT
783,783,IDENTITY VERIFICATION AND SOCIETAL CHALLENGES: EXPLAINING THE GAP BETWEEN SERVICE PROVISION AND DEVELOPMENT OUTCOMES
784,784,"ICT, INTERMEDIARIES, AND THE TRANSFORMATION OF GENDERED POWER STRUCTURES"
785,785,YOU CAN'T BRIBE A COMPUTER: DEALING WITH THE SOCIETAL CHALLENGE OF CORRUPTION THROUGH ICT
786,786,On the Longitudinal Effects of IT Use on Firm-Level Employment
787,787,Rate or Trade? Identifying Winning Ideas in Open Idea Sourcing
788,788,Comparing Open and Sealed Bid Auctions: Evidence from Online Labor Markets
789,789,Mandatory Standards and Organizational Information Security
790,790,Managing Citizens' Uncertainty in E-Government Services: The Mediating and Moderating Roles of Transparency and Trust
791,791,The Double-Edged Sword of Backward Compatibility: The Adoption of Multigenerational Platforms in the Presence of Intergenerational Services
792,792,When Do Consumers Value Positive vs. Negative Reviews? An Empirical Investigation of Confirmation Bias in Online Word of Mouth
793,793,Cloud Computing Spot Pricing Dynamics: Latency and Limits to Arbitrage
794,794,"Information Technology, Customer Satisfaction, and Profit: Theory and Evidence"
795,795,In CARSs We Trust: How Context-Aware Recommendations Affect Customers' Trust and Other Business Performance Measures of Recommender Systems
796,796,Using Expectation Disconfirmation Theory and Polynomial Modeling to Understand Trust in Technology
797,797,AN EXPLORATORY STUDY OF THE FORMATION AND IMPACT OF ELECTRONIC SERVICE FAILURES
798,798,FREE VERSUS FOR-A-FEE: THE IMPACT OF A PAYWALL ON THE PATTERN AND EFFECTIVENESS OF WORD-OF-MOUTH VIA SOCIAL MEDIA
799,799,CONTRACT DESIGN CHOICES AND THE BALANCE OF EX ANTE AND EX POST TRANSACTION COSTS IN SOFTWARE DEVELOPMENT OUTSOURCING
800,800,VALUING INFORMATION TECHNOLOGY RELATED INTANGIBLE ASSETS
801,801,COMPETITIVE BUNDLING IN INFORMATION MARKETS: A SELLER-SIDE ANALYSIS
802,802,WHEN DOES REPOSITORY KMS USE LIFT PERFORMANCE? THE ROLE OF ALTERNATIVE KNOWLEDGE SOURCES AND TASK ENVIRONMENTS
803,803,A TEMPORALLY SITUATED SELF-AGENCY THEORY OF INFORMATION TECHNOLOGY REINVENTION
804,804,DEAL-SEEKING VERSUS BRAND-SEEKING: SEARCH BEHAVIORS AND PURCHASE PROPENSITIES IN SPONSORED SEARCH PLATFORMS
805,805,INDIVIDUALS' INTERNET SECURITY PERCEPTIONS AND BEHAVIORS: POLYCONTEXTUAL CONTRASTS BETWEEN THE UNITED STATES AND CHINA
806,806,HOW INFORMATION TECHNOLOGY STRATEGY AND INVESTMENTS INFLUENCE FIRM PERFORMANCE: CONJECTURE AND EMPIRICAL EVIDENCE
807,807,THE CREATION OF SOCIAL VALUE: CAN AN ONLINE HEALTH COMMUNITY REDUCE RURAL-URBAN HEALTH DISPARITIES?
808,808,"AMBIENT AWARENESS AND KNOWLEDGE ACQUISITION: USING SOCIAL MEDIA TO LEARN ""WHO KNOWS WHAT"" AND ""WHO KNOWS WHOM"""
809,809,WORK HARDER OR WORK SMARTER? INFORMATION TECHNOLOGY AND RESOURCE ALLOCATION IN HEALTHCARE PROCESSES
810,810,"SOFTWARE PROCESS DIVERSITY: CONCEPTUALIZATION, MEASUREMENT, AND ANALYSIS OF IMPACT ON PROJECT PERFORMANCE"
811,811,INFORMATION TECHNOLOGY IMPACTS ON FIRM PERFORMANCE: AN EXTENSION OF KOHLI AND DEVARAJ (2003)
812,812,WHAT DO SYSTEMS USERS HAVE TO FEAR? USING FEAR APPEALS TO ENGENDER THREATS AND FEAR THAT MOTIVATE PROTECTIVE SECURITY BEHAVIORS
813,813,FIT AND MISFIT OF PLURAL SOURCING STRATEGIES AND IT-ENABLED PROCESS INTEGRATION CAPABILITIES: CONSEQUENCES OF FIRM PERFORMANCE IN THE US ELECTRIC UTILITY INDUSTRY
814,814,STRIKE A HAPPY MEDIUM: THE EFFECT OF IT KNOWLEDGE ON VENTURE CAPITALISTS' OVERCONFIDENCE IN IT INVESTMENTS
815,815,CAMPUS EMERGENCY NOTIFICATION SYSTEMS: AN EXAMINATION OF FACTORS AFFECTING COMPLIANCE WITH ALERTS
816,816,"ME, MY SELF, AND I(T): CONCEPTUALIZING INFORMATION TECHNOLOGY IDENTITY AND ITS IMPLICATIONS"
817,817,CULTURAL SENSEMAKING IN OFFSHORE INFORMATION TECHNOLOGY SERVICE SUPPLIERS: A CULTURAL FRAME PERSPECTIVE
818,818,"Informing Privacy Research Through Information Systems, Psychology, and Behavioral Economics: Thinking Outside the ""APCO"" Box"
819,819,Discriminating IT Governance
820,820,Embarrassing Exposures in Online Social Networks: An Integrated Perspective of Privacy Invasion and Relationship Bonding
821,821,Do Organic Results Help or Hurt Sponsored Search Performance?
822,822,Design of Consumer Review Systems and Product Pricing
823,823,Versioning in the Software Industry: Heterogeneous Disutility from Underprovisioning of Functionality
824,824,Can Payment-per-Click Induce Improvements in Click Fraud Identification Technologies?
825,825,What Motivates Contributors vs. Lurkers? An Investigation of Online Feedback Forums
826,826,Designing Warning Messages for Detecting Biased Online Product Recommendations: An Empirical Investigation
827,827,"Tigerblood: Newspapers, Blogs, and the Founding of Information Technology Firms"
828,828,Parenting New Acquisitions: Acquirers' Digital Resource Redeployment and Targets' Performance Improvement in the US Hospital Industry
829,829,Patching the Cloud: The Impact of SaaS on Patching Strategy and the Timing of Software Release
830,830,Can't Buy Me Love ... Or Can I? Social Capital Attainment Through Conspicuous Consumption in Virtual Environments
831,831,FAIRNESS IN THE INSTITUTIONAL VALUATION OF BUSINESS JOURNALS
832,832,GENRES OF INQUIRY IN DESIGN-SCIENCE RESEARCH: JUSTIFICATION AND EVALUATION OF KNOWLEDGE PRODUCTION
833,833,VOCAL MINORITY AND SILENT MAJORITY: HOW DO ONLINE RATINGS REFLECT POPULATION PERCEPTIONS OF QUALITY
834,834,JAMMING WITH SOCIAL MEDIA: HOW COGNITIVE STRUCTURING OF ORGANIZING VISION FACETS AFFECTS IT INNOVATION DIFFUSION
835,835,"INFORMATION TECHNOLOGY USE AS A LEARNING MECHANISM: THE IMPACT OF IT USE ON KNOWLEDGE TRANSFER EFFECTIVENESS, ABSORPTIVE CAPACITY, AND FRANCHISEE PERFORMANCE"
836,836,ORGANIZATIONAL PATH CONSTITUTION IN TECHNOLOGICAL INNOVATION: EVIDENCE FROM RURAL TELEHEALTH
837,837,COMPARING POTENTIAL AND ACTUAL INNOVATORS: AN EMPIRICAL STUDY OF MOBILE DATA SERVICES INNOVATION
838,838,COMPETING FOR ATTENTION: AN EMPIRICAL STUDY OF ONLINE REVIEWERS' STRATEGIC BEHAVIOR
839,839,EXTENDING ICT4D STUDIES: THE VALUE OF CRITICAL RESEARCH
840,840,EXHAUSTION FROM INFORMATION SYSTEM CAREER EXPERIENCE: IMPLICATIONS FOR TURN-AWAY INTENTION
841,841,"FRIENDSHIPS IN ONLINE PEER-TO-PEER LENDING: PIPES, PRISMS, AND RELATIONAL HERDING"
842,842,Network Dynamics: How Can We Find Patients Like Us?
843,843,IT-Enabled Broadcasting in Social Media: An Empirical Study of Artists' Activities and Music Sales
844,844,Recommendations Using Information from Multiple Association Rules: A Probabilistic Approach
845,845,Contemporaneous and Delayed Sales Impact of Location-Based Mobile Promotions
846,846,Information Disclosure and the Diffusion of Information Security Attacks
847,847,Why Following Friends Can Hurt You: An Exploratory Investigation of the Effects of Envy on Social Networking Sites among College-Age Users
848,848,Migration of Service to the Internet: Evidence from a Federal Natural Experiment
849,849,An Exploration of Risk Characteristics of Information Security Threats and Related Public Information Search Behavior
850,850,NEW STATE OF PLAY IN INFORMATION SYSTEMS RESEARCH: THE PUSH TO THE EDGES
851,851,CONSISTENT PARTIAL LEAST SQUARES PATH MODELING
852,852,"DISASTER EXPERIENCE AND HOSPITAL INFORMATION SYSTEMS: AN EXAMINATION OF PERCEIVED INFORMATION ASSURANCE, RISK, RESILIENCE, AND HIS USEFULNESS"
853,853,INCREASING ACCOUNTABILITY THROUGH USER-INTERFACE DESIGN ARTIFACTS: A NEW APPROACH TO ADDRESSING THE PROBLEM OF ACCESS-POLICY VIOLATIONS
854,854,"COPING WITH INFORMATION TECHNOLOGY: MIXED EMOTIONS, VACILLATION, AND NONCONFORMING USE PATTERNS"
855,855,LEADING COLLABORATION IN ONLINE COMMUNITIES
856,856,PATTERNS IN INFORMATION SYSTEMS PORTFOLIO PRIORITIZATION: EVIDENCE FROM DECISION TREE INDUCTION
857,857,MOBILE APPLICATION USABILITY: CONCEPTUALIZATION AND INSTRUMENT DEVELOPMENT
858,858,SUPPORT STRUCTURES AND THEIR IMPACTS ON EMPLOYEE OUTCOMES: A LONGITUDINAL FIELD STUDY OF AN ENTERPRISE SYSTEM IMPLEMENTATION
859,859,HOW INFORMATION TECHNOLOGY GOVERNANCE MECHANISMS AND STRATEGIC ALIGNMENT INFLUENCE ORGANIZATIONAL PERFORMANCE: INSIGHTS FROM A MATCHED SURVEY OF BUSINESS AND IT MANAGERS
860,860,Finding Similar Mobile Consumers with a Privacy-Friendly Geosocial Design
861,861,Evolutionary Competition in Platform Ecosystems
862,862,The Role of Extra-Role Behaviors and Social Controls in Information Security Policy Effectiveness
863,863,Cable News Wars on the Internet: Competition and User-Generated Content
864,864,"Net Neutrality, Exclusivity Contracts, and Internet Fragmentation"
865,865,Learning User Real-Time Intent for Optimal Dynamic Web Page Transformation
866,866,Analyzing Software as a Service with Per-Transaction Charges
867,867,Social Capital and Contract Duration in Buyer-Supplier Networks for Information Technology Outsourcing
868,868,How Does IT Ambidexterity Impact Organizational Agility?
869,869,The Road to Early Success: Impact of System Use in the Swift Response Phase
870,870,Deliberation Without Attention: The Latent Benefits of Distracting Website Features for Online Purchase Decisions
871,871,Investigating Firm Strategies on Offering Consumer-Customizable Products
872,872,The Role of Self-Control in Information Security Violations: Insights from a Cognitive Neuroscience Perspective
873,873,The Behavioral Roots of Information Systems Security: Exploring Key Factors Related to Unethical IT Use
874,874,Chasing Lemmings: Modeling IT-Induced Misperceptions About the Strategic Situation as a Reason for Flash Crashes
875,875,Enhancing Predictive Analytics for Anti-Phishing by Exploiting Website Genre Information
876,876,Exploring Knowledge Filtering Processes in Electronic Networks of Practice
877,877,Bundling Effects on Variety Seeking for Digital Information Goods
878,878,Enticing and Engaging Consumers via Online Product Presentations: The Effects of Restricted Interaction Design
879,879,Impact of Recommender System on Competition Between Personalizing and Non-Personalizing Firms
880,880,Are You Feeling Lonely? The Impact of Relationship Characteristics and Online Social Network Features on Loneliness
881,881,Understanding the Influence of Instant Messaging on Ending Concessions During Negotiations
882,882,"Health Information Exchange as a Multisided Platform: Adoption, Usage, and Practice Involvement in Service Co-Production"
883,883,Predictive Analytics for Readmission of Patients with Congestive Heart Failure
884,884,Information Infrastructure Development and Governance as Collective Action
885,885,Paradoxes and the Nature of Ambidexterity in IT Transformation Programs
886,886,"Organizational Control, Incentive Contracts, and Knowledge Transfer in Offshore Business Process Outsourcing"
887,887,Market Positioning by IT Service Vendors Through Imitation
888,888,Early to Adopt and Early to Discontinue: The Impact of Self-Perceived and Actual IT Knowledge on Technology Use Behaviors of End Users
889,889,Turnover or Turnaway? Competing Risks Analysis of Male and Female IT Professionals' Job Mobility and Relative Pay Gap
890,890,The Emergence of Online Community Leadership
891,891,Web Footprints of Firms: Using Online Isomorphism for Competitor Identification
892,892,Role of Social Media in Social Change: An Analysis of Collective Sense Making During the 2011 Egypt Revolution
893,893,Perceived Firm Attributes and Intrinsic Motivation in Sponsored Open Source Software Projects
894,894,MOTIVATING EMPLOYEES TO EXPLORE COLLABORATION TECHNOLOGY IN TEAM CONTEXTS
895,895,HOW DOES THE INTERNET AFFECT THE FINANCIAL MARKET? AN EQUILIBRIUM MODEL OF INTERNET-FACILITATED FEEDBACK TRADING
896,896,HOW DO ENTERPRISE RESOURCE PLANNING SYSTEMS AFFECT FIRM RISK? POST-IMPLEMENTATION IMPACT
897,897,INVESTING IN INFORMATION SYSTEMS: ON THE BEHAVIORAL AND INSTITUTIONAL SEARCH MECHANISMS UNDERPINNING HOSPITALS' IS INVESTMENT DECISIONS
898,898,INSIDER THREATS IN A FINANCIAL INSTITUTION: ANALYSIS OF ATTACK-PRONENESS OF INFORMATION SYSTEMS APPLICATIONS
899,899,AN ENHANCED FEAR APPEAL RHETORICAL FRAMEWORK: LEVERAGING THREATS TO THE HUMAN ASSET THROUGH SANCTIONING RHETORIC
900,900,SERVICE INNOVATION: A SERVICE-DOMINANT LOGIC PERSPECTIVE
901,901,THE VALUE OF SELF-SERVICE: LONG-TERM EFFECTS OF TECHNOLOGY-BASED SELF-SERVICE USAGE ON CUSTOMER RETENTION
902,902,THE ALGORITHM AND THE CROWD: CONSIDERING THE MATERIALITY OF SERVICE INNOVATION
903,903,DISTRIBUTED TUNING OF BOUNDARY RESOURCES: THE CASE OF APPLE'S IOS SERVICE SYSTEM
904,904,BRIDGING THE SERVICE DIVIDE THROUGH DIGITALLY ENABLED SERVICE INNOVATIONS: EVIDENCE FROM INDIAN HEALTHCARE SERVICE PROVIDERS
905,905,The Last Research Mile: Achieving Both Rigor and Relevance in Information Systems Research
906,906,Barriers to Interorganizational Knowledge Transfer in Post-Hospital Care Transitions: Review and Directions for Information Systems Research
907,907,Anatomy of Successful Business Models for Complex Services: Insights from the Telemedicine Field
908,908,"It Is Not Just About Competition with ""Free"": Differences Between Content Formats in Consumer Preferences and Willingness to Pay"
909,909,Evaluating Team Collaboration Quality: The Development and Field Application of a Collaboration Maturity Model
910,910,Strategic Relevance of Organizational Virtues Enabled by Information Technology in Organizational Innovation
911,911,Machiavellianism or Morality: Which Behavior Pays Off In Online Innovation Contests?
912,912,A Taxonomy of Evaluation Methods for Information Systems Artifacts
913,913,Competition Between Open Source and Proprietary Software: Strategies for Survival
914,914,Task Division for Team Success in Crowdsourcing Contests: Resource Allocation and Alignment Effects
915,915,"Family Preferences Concerning Online Privacy, Data Mining, and Targeted Ads: Regulatory Implications"
916,916,Industry-Level Analysis of Information Technology Return and Risk: What Explains the Variation?
917,917,Understanding the Dynamics of Service-Oriented Architecture Implementation
918,918,Contextualized Relationship Between Knowledge Sharing and Performance in Software Development
919,919,Understanding Members' Active Participation in Online Question-and-Answer Communities: A Theory and Empirical Analysis
